idx, sentence
0,tin tặc trộm hơn 12 triệu usd một ngân_hàng ở ecuador hồi năm 2015 chuyển phần_lớn số tiền lấy thông_qua 23 công_ty đăng_ký ở hồng_kông reuters dẫn hồ_sơ tòa_án biết
1,hồ_sơ tòa_án cung_cấp nhìn đầu_tiên về số tiền lưu_chuyển nó đưa đến tài_khoản ở hồng_kông
2,tài_liệu bắt_nguồn một vụ kiện đầu năm 2015 ngân_hàng ecuador_banco_del_austro bda hồng_kông chống công_ty nhận hay chịu trách_nhiệm về số tiền hơn 9 triệu usd trong tổng_số tiền mất_cắp
3,bda cáo_buộc công_ty làm_giàu bất_hợp_pháp tìm cách thu_hồi số tiền
4,số tiền còn 3 triệu usd chuyển tới tài_khoản ở dubai một_số khác reuters dẫn hồ_sơ tòa_án mỹ liên_quan đến vụ kiện hồng_kông
5,biết tin tặc trộm tiền ngân_hàng banco del austro bằng phương_thức sử_dụng lỗ_hổng trong hệ_thống tin nhắn toàn_cầu hội viễn_thông tài_chính liên ngân_hàng thế_giới swift thực_hiện lệnh chuyển tiền
6,phương_thức tin tặc dùng lấy 81 triệu usd ngân_hàng trung_ương bangladesh hồi tháng 2 vụ tấn_công bất_thành mới_đây ngân_hàng thương_mại_tpbank việt_nam
7,trong vụ trộm ngân_hàng banco del austro tiền chuyển ngân_hàng mỹ wells_fargo dựa tin nhắn swift xác_thực
8,ban_đầu tin tặc chuyển 9139 triệu usd đến tài_khoản 4 công_ty ở hồng_kông ngân_hàng hsbc hang_seng
9,tiếp ít_nhất 31 triệu usd trong con_số 4 công_ty chuyển_tiếp tài_khoản ngân_hàng 19 công_ty khác
