idx, sentence
0,clb hải_phòng đội bóng khó đánh_bại nhất ở vleague họ mới thua 1 trận 10 vòng đấu 8 thắng 1 hòa 1 thua
1,thầy_trò hlv trương_việt_hoàng dẫn đầu_bảng xếp_hạng 25 điểm bỏ_xa thanh_hóa xếp tới 6 điểm
2,trong khuôn_khổ vòng 11 vleague 2016 thanh_hóa tiếp hải_phòng sân_nhà
3,trận đấu đáng chú_ý nhất ở lượt đấu thứ 11
4,khích_lệ tinh_thần cầu_thủ đội nhà lãnh_đạo clb thanh_hóa treo thưởng số tiền 1 tỷ đồng giám_đốc kỹ_thuật lê_thụy_hải cầu_thủ giành chiến_thắng hải_phòng trong trận đấu chiều 22/5
5,về tình_hình_nhân_sự đội bóng đất cảng chào_đón trở_lại stevens án treo giò 3 thẻ_vàng
6,bởi_vậy sức_mạnh đến bộ đôi ngoại binh jamaica gồm fagan stevens thử_thách nhỏ hàng thủ thanh_hóa
7,tuy_nhiên đội chủ nhà mũi_nhọn đáng gờm hàng công
8,tiền_đạo omar đội_trưởng đội bóng xứ thanh phong_độ tốt thành_tích ghi_bàn bằng stevens 7 pha lập công 10 vòng đấu
9,mặt_khác đội_hình nội_binh thanh_hóa cầu_thủ khoác áo hải_phòng ngược_lại
10,thủ_môn thanh_thắng đình_tùng văn_phong hlv lê_thụy_hải đội bóng xứ thanh 2 năm gắn_bó đội bóng đất cảng
11,bên_cạnh 2 nội binh ghi bàn nhất hải_phòng ở mùa giải 2016 văn_thắng xuân_hùng 3 bàn cầu_thủ gốc thanh_hóa
