idx, sentence
0,trận đấu tham_vọng bá_vương vòng 11 hải_phòng flc thanh_hóa lần_lượt chia nhau hai vị_trí nhất nhì bxh cuộc chám trán tính_chất xem như_là một trận ’ chung_kết sớm ’ giai_đoạn lượt đi vleague 2016 tham_vọng ngôi vương “ ủ ” trong trái_tim hai đội bóng
1,hải_phòng hiện hơn đối_thủ 6 điểm đội nào giành chiến_thắng nắm lợi_thế lớn trong cuộc đua tới ngôi vô_địch
2,cuộc tài ngày_mai flc thanh_hóa hải_phòng đạt trạng_thái tâm_lí hưng_phấn đội bóng xứ thanh giành thắng_lợi 40 đồng_tháp còn đội bóng đất cảng đánh_bại skhánh_hòa tỉ_số 20
3,thực_tế xét về mặt phong_độ ở vòng đấu gần đội khách hải_phòng phần nhỉnh hơn đội chủ nhà flc thanh_hóa
4,gục ngã hà_nội tt ở vòng 9 nhanh_chóng thầy_trò trương_việt_hoàng vượt nỗi đau bại_trận giành chiến_thắng thuyết_phục đối_thủ skhánh_hòa vòng 10
5,trong dù đầu_tư mạnh_mẽ về nhân_sự tiền_bạc đội bóng xứ thanh trình_diễn phong_độ phập_phù
6,ngoại_trừ chiến_thắng 40 đội bét bảng đồng_tháp ở lượt trận đấu bù vòng 3 mới_đây flc thanh_hóa thua “ mất_mặt ” 13 tân_binh sài_gòn fc vòng 10 trận hòa_22 đầy tai_tiếng đến sai_lầm trọng_tài slna vòng 9
7,bên_cạnh ở cuộc tiếp_đón hải_phòng flc thanh_hóa tiếp_tục phục_vụ trung_vệ van_bakel chấn_thương
8,khả_năng trung_vệ văn_phong tiền_vệ hoàng_thịnh chịu tình_cảnh cắn_răng nén đau sân thi_đấu họ hoàn_toàn bình_phục chấn_thương
9,khác đội chủ nhà hải_phòng lực_lượng mạnh nhất đặc_biệt trở_lại án treo giò “ sát_thủ ” người jamaica erroll_stevens
10,trận đấu giữa flc thanh_hóa hải_phòng cuộc so_kè nảy_lửa giữa chân sút omar bên phía chủ nhà stevens đội khách
11,hiện_tại hai chân sút nói ghi 7 bàn 10 vòng đấu
12,duyên_nợ một điểm thú_vị khác ở cuộc đối_đầu giữa thanh_hóa hải_phòng mối duyên_nợ giữa 2 đội bóng
13,băng ghế chỉ_đạo gđkt lê_thụy_hải cuộc tái_ngộ đội bóng một thời “ mái nhà xưa ” chiến_lược gia người hà_đông
14,tuy_nhiên ngày_tháng dẫn_dắt hải_phòng kỉ_niệm mấy vui_vẻ đối_với ông hải “ lơ ”
15,còn riêng hlv trương_việt_hoàng flc thanh_hóa tên đem tới niềm vui vị hlv người hà_nội
16,dù mới bắt_đầu sự_nghiệp hlv ở đấu trương vleague năm 2015 hlv việt hoàng giúp đội bóng đất cảng đánh_bại flc thanh_hóa ở 2 lượt trận đi về mùa bóng 2015
17,mặt_khác tiền_đạo_đình_tùng trung_vệ văn_phong trụ_cột đội bóng xứ thanh đầu_quân flc thanh_hóa 2 thời_gian người hải_phòng
18,ngoài_ra 2 chân sút nội tốt nhất hải_phòng tính thời_điểm hiện_tại văn_thắng xuân_hùng 3 bàn thắng cuộc hồi_hương đầy cảm_xúc họ đối_đầu đội bóng quê_hương flc thanh_hóa
19,“ chắc_chắn cuộc đối_đầu căng thăng hấp_dẫn
20,mục_tiêu chúng_tôi ít_nhất thua trong trận đấu ”
21,lời chia_sẻ hlv hoàng_thanh_tùng flc thanh_hóa trương_việt_hoàng hải_phòng cuộc tài đầy duyên_nợ giữa 2 đội diễn 17 h ngày_mai 22/5
22,rõ_ràng flc thanh_hóa hoặc hải_phòng đội bóng nào giành chiến_thắng nắm lợi_thế nhỏ trong cuộc đua vô_địch vleague bước giai_đoạn nước_rút tất_nhiên một trận hòa xem một kết_quả chấp_nhận đối_với 2 đội bóng
23,1 hải_phòng dẫn_đầu vleague 2016 10 vòng đấu
24,6 bxh flc thanh_hóa kém hải_phòng 6 điểm
25,7 tính tới thời_điểm hiện_tại 2 chân sút tốt nhất 2 đội bóng omar flc thanh_hóa stevens hải_phòng 7 bàn
26,đội_hình dự_kiến flc thanh_hóa thanh_thắng đình_đồng thế_dương văn_phong tiến_thành đình_tùng văn_bình văn_hương quốc_phương ivan_firer pape_omar
27,hải_phòng văn_lâm văn_nam ngọc_thịnh văn_phú văn_nhiên xuân_hùng hồng_việt khánh_lâm văn_thắng stevens fagan
28,dự_đoán 22 tin_tức nguồn http//wwwxaluancom/modulesphpnamenewsfilearticlesid1485189ixzz49mggy3n5
