idx, sentence
0,lần đầu_tiên phía mỹ đưa lời cảnh_báo về vòng chung_kết euro2016 pháp nguy_cơ khủng_bố cao
1,họ khuyến công_dân mỹ đến pháp xem bóng_đá
2,còn đến pháp_nhân sự_kiện euro đến sân khu_vực dành cổ_động_viên bóng_đá bên ngoài sân … nguy_cơ khủng_bố cao nhất
3,mỹ còn mùa euro nguy_cơ khủng_bố bao_trùm nước pháp chẳng riêng thành_phố diễn trận euro
4,người phát_ngôn chính_phủ mỹ john_kirby khuyến_cáo công_dân mỹ du_lịch sang châu_âu sang pháp mùa euro
5,chiêu trò chủ_nghĩa khủng_bố mùa euro không_chỉ mục_tiêu nước pháp mục_tiêu phương tây
6,mọi chú_ý đổ_dồn pháp thành_phố châu_âu khác pháp khủng_bố … người mỹ mục_tiêu khủng_bố châu_âu
7,châu_âu công_dân luôn mục_tiêu chính khủng_bố
8,khách_du_lịch thường tụ_tập đông địa_điểm du_lịch nhà_hàng khách_sạn trung_tâm mua_sắm ga tàu_điện bến_xe … dễ xảy khủng_bố
9,cơ_quan tình_báo đức pháp cảnh_báo vấn_đề
10,về phía pháp 90000 cảnh_sát làm nhiệm_vụ euro chi_phí an_ninh đến 24 triệu euro
