idx, sentence
0,trưa nay 1/6 nhận thông_tin về vụ_việc pv dân_trí có_mặt nhà anh nguyễn_xuân_thông chứng_kiến thực_hư vụ_việc
1,thời_điểm pv có_mặt con đường nhà anh thông đông người tìm đến
2,bên trong mấy chục người đứng quanh khu chuồng trâu xem con trăn
3,ghi_nhận hiện_trường con trăn màu khoang đenvàng dài khoảng 4 m cân nặng ước khoảng 70 kg
4,dù người xem đứng chật kín con trăn hề tỏ sợ_hãi nằm yên một chỗ gây nguy_hiểm đối_với người xem
5,anh thông hay sáng sớm nay khu chuồng trâu chuẩn_bị dắt trâu đồng anh tá_hỏa_phát_hiện con trăn nói nằm thù_lù trong góc chuồng
6,hoảng_hốt anh thông liền tìm cách trâu ngoài vội_vàng loan_báo mọi người biết tìm cách xua_đuổi con trăn khỏi chuồng trâu
7,“ người đến xem dùng gậy xua_đuổi con trăn
8,tuy_nhiên lạ con trăn chịu di_chuyển ” anh thông nói
9,anh thông một_số người đến xem trăn con trăn cách 4 tháng một thương_gia ở thị_trấn phố_châu phóng_thích một ngôi chùa địa_bàn
10,thông tin đồn đoán về con trăn lan nhanh khiến người kéo đến xem một đông
