idx, sentence
0,con trăn dài khoảng 4 m trọng_lượng khoảng 50 kg thân một vết_thương
1,con trăn khá hiền_lành tấn_công người ăn gà gia_đình anh thông
2,người con trăn “ thần_linh ” thấy con trăn chắp_tay miệng khấn vái … người còn rút tiền vứt con trăn nằm
3,tình_hình quá đông người dân hiếu kỳ đến xem con trăn ngày 16 công_an thị_trấn phố_châu đến đảm_bảo an_ninh trật_tự báo cơ_quan_chức_năng biện_pháp giải_quyết
4,biết tết_nguyên_đán 2016 người dân ở thị_trấn phố_châu bắt con trăn ở núi mang đi bán
5,bắt con trăn anh thông chứng_kiến
6,bán con trăn người dân đi chuộc trăn mang về đưa thả núi thả rừng
7,tuy_nhiên đến sáng 16 anh thông chuồng bò hốt_hoảng phát_hiện con trăn nằm cuộn_tròn trong chuồng bò
8,anh thông đi thông_báo mọi người người dân “ trăn thần_linh ” kéo về đến xem đông
9,hiện công_an thị_trấn phố_châu bảo_vệ trật_tự giải_thích người_dân mê_tín dị_đoan
