idx, sentence
0,chiều 205 hà_nội trung_tâm giáo_dục thiên_nhiên env tổ_chức bảo_vệ tê_giác thế_giới sri diễn_viên hollywood_paul_blackthorne phối_hợp tổ_chức họp_báo toạ_đàm hơn 500 sinh_viên trường đại_học thăng_long mở_màn chiến_dịch “ việt_nam ơi bảo_vệ tê_giác ”
1,phát_biểu họp_báo nam diễn_viên paul_blackthorne biết hiện_nay việt_nam một trong thị_trường tiêu_thụ tê_giác lớn nhất thế_giới
2,niềm tin mù_quáng sử_dụng sừng tê_giác chữa bệnh thể_hiện đẳng_cấp khiến nhu_cầu tiêu_thụ ngày_một gia_tăng
3,năm 2010 cá_thể tê_giác java cuối_cùng việt_nam giết lấy sừng
4,ước_tính ngày ba cá_thể tê_giác sát_hại ở nam_phi
5,tổ_chức bảo_tồn thiên_nhiên quốc_tế iucn tình_trạng săn_bắn tê_giác tiếp_tục diễn hiện_nay tê_giác tuyệt_chủng năm 2026
6,nam diễn_viên nhấn_mạnh “ loài tê_giác đứng bên bờ vực tuyệt_chủng lòng_tham thiếu hiểu_biết người
7,tôi chọn việt_nam điểm dừng chân bởi_lẽ một điểm_nóng về tiêu_thụ sừng tê_giác ”
8,bà susie_offord_–_woolley phó_giám_đốc tổ_chức sri hay bảo_vệ loài tê_giác trách_nhiệm toàn_cầu
9,chúng_ta chung sức mang một tương_lai tốt_đẹp hơn loài tê_giác
