idx, sentence
0,xuất_hiện chiều 20/5 trường đại_học thăng_long tham_dự họp_báo nói_chuyện 500 sinh_viên về bảo_vệ tê_giác paul_blackthorne mặc áo_phông in hình_vẽ tê_giác gắn phác_họa bản_đồ việt_nam họa sỹ nổi_tiếng rob_prior
1,chiến_dịch anh quảng_bá bán áo_phông gây quỹ bảo_vệ loài tê_giác ở châu_phi
2,“ tôi chọn việt_nam điểm dừng bởi_lẽ việt_nam điểm_nóng về tiêu_thụ sừng tê_giác
3,loài tê_giác đứng bờ vực tuyệt_chủng lòng_tham thiếu hiểu_biết người ” paul_blackthorne nói
4,người tin sừng tê_giác chữa ung_thư hay tăng_cường sinh_lực đàn_ông thực_tế
5,paul blackthorne nói khoa_học chứng_minh sừng tê_giác cấu_tạo chủ_yếu bằng keratin giống móng tay con_người thần_dược hoàn_toàn khả_năng chữa bệnh
6,bạn bỏ 60 nghìn usd khoảng 13 tỷ đồng mua một kg sừng tê_giác về chữa bệnh bạn lừa
7,paul blackthorne nói thêm một phần tiền hoạt_động buôn_bán động_vật hoang_dã sừng tê_giác tuồn túi tổ_chức khủng_bố
8,tiêu_thụ sừng tê_giác nào tiếp_tay khủng_bố
9,tê_giác tuyệt_chủng trong 10 năm tới năm nạn thảm_sát tê_giác lấy sừng đến đỉnh_điểm ước_tính ngày 3 con tê_giác ở nam_phi giết_hại
10,tổng_số tê_giác giết_hại ở nam_phi năm 2014 1215 con năm 2015 1175 con
11,tổ_chức bảo_tồn thiên_nhiên quốc_tế tình_trạng săn_bắn tiếp_tục hiện_nay 10 năm tê_giác tuyệt_chủng
12,bà susie_offordwoolley phó_giám_đốc tổ_chức bảo_vệ tê_giác thế_giới biết trong số 1000 cá_thể giết khoảng 400 cá_thể mang thai hoặc con việt_nam tổ_chức bảo_tồn quốc_tế đánh_giá thị_trường tiêu_thụ trung_chuyển sừng tê_giác lớn nhất thế_giới
