idx, sentence
0,biết sự_kiện mở_màn chiến_dịch “ việt_nam ơi bảo_vệ tê_giác ” kéo_dài hai tuần diễn_viên paul_blackthorne trung_tâm giáo_dục thiên_nhiên evn tổ_chức bảo_vệ tê_giác thế_giới sri phối_hợp thực_hiện nhằm nâng cao nhận_thức cộng_đồng giảm_thiểu nhu_cầu tiêu_thụ sừng tê_giác việt_nam
1,đồng_hành paul trong chiến_dịch còn hai đại_sứ tê_giác evn nghệ_sĩ xuân_bắc ca_sĩ hồng_nhung
2,paul biết “ tôi chọn việt_nam điểm dừng chân bởi_lẽ việt_nam một điểm_nóng về tiêu_thụ sừng tê_giác
3,loài tê_giác đứng bờ vực tuyệt_chủng lòng_tham thiếu hiểu_biết người
4,làm tôi buồn thất_vọng quyết_tâm làm
5,bà susie_offordwoolley phó giám_đốc tổ_chức sri chia_sẻ “ chúng_tôi mừng thấy paul người nổi_tiếng khác nỗ_lực tham_gia bảo_vệ tê_giác
6,chúng_ta chung sức chúng_ta mang một tương_lai tốt_đẹp hơn loài tê_giác
7,quá muộn đối_với cá_thể tê_giác cuối_cùng việt_nam chúng_ta hành_động còn thời_gian cứu lấy loài tê_giác thế_giới
8,việt_nam một trong thị_trường tiêu_thụ sừng tê_giác lớn nhất thế_giới
9,niềm tin mù_quáng sử_dụng sừng tê_giác chữa bệnh thể_hiện đẳng_cấp khiến nhu_cầu tiêu_thụ ngày_một gia_tăng
10,năm 2010 cá_thể tê_giác java cuối_cùng việt_nam giết lấy sừng
11,tổng_số tê_giác giết_hại ở nam_phi trong năm 2014 1215 cá_thể năm 2015 1175 cá_thể
12,tổ_chức bảo_tồn thiên_nhiên quốc_tế iucn tình_trạng săn_bắn tê_giác tiếp_tục diễn hiện_nay tê_giác tuyệt_chủng năm 2026
