idx, sentence
0,taylor_swift tình_yêu dường_như một thứ cô khó nắm trong âm_nhạc
1,cô nổi_tiếng giàu_có tài_giỏi hàng chục giải_thưởng âm_nhạc uy_tín tình_yêu luôn làm nữ ca_sĩ 26 tuổi đau_lòng
2,thừa_nhận lần may_mắn trong tình_yêu yêu calvin_harris chủ_nhân ca_khúc red giấu_giếm hạnh_phúc mới_đây cô còn biết nghĩ đến đám_cưới cổ_tích mình bạn trai mua một dinh_thực hơn 10 triệu usd sống
3,tuy_nhiên 15 tháng hạnh_phúc tờ people muối quan_hệ họ chấm_dứt
4,bạn_bè cặp_đôi thừa_nhận
5,lần gần nhất họ xuất_hiện nhau tháng 4
6,taylor_swift calvin_harris biết nhau nữ ca_sĩ ellie_goulding giới_thiệu lễ trao giải brit 2015
7,taylor dj nổi_tiếng giàu bắt_đầu tìm_hiểu công_khai đầu năm 2015
8,hai xem cặp đôi đẹp giàu_có nhất trong làng nhạc mỹ
9,đầu năm 2016 họ bầu_chọn cặp_đôi nổi_tiếng trả lương cao nhất ngành công_nghiệp âm_nhạc forbes thu_nhập tổng_hợp hơn 146 triệu usd
