idx, sentence
0,lời đề_nghị gặp kim_jongun donald_trump ứng_cử_viên ghế tổng_thống mỹ một quan_chức cấp cao triều_tiên bác_bỏ ngày 235
1,ông lời đề_nghị một chiêu_thức quảng_bá tuyên_truyền chiến_dịch tranh_cử trump
2,trong cuộc phỏng_vấn reuters tuần trump nói ông sẵn_sàng nói_chuyện nhà lãnh_đạo triều_tiên khuyên bình_nhưỡng ngừng chương_trình hạt_nhân đề_nghị một bước biến_chuyển lớn trong chính_sách mỹ triều_tiên
3,“ lãnh_đạo chúng_tôi quyết_định tôi nghĩ ý_tưởng trump thật phi_lý ” se_pyong đại_sứ triều_tiên liên_hiệp_quốc ở geneva nói reuters trở_về đại_hội đảng lao_động triều_tiên lần thứ 7
4,một hành_động tuyên_truyền chiến_dịch tranh_cử
5,nó thật vô_nghĩa
6,ông nói
7,ý_nghĩa chân_thành ông nói thêm
8,ngày 175 trump nói ông sẵn_sàng đàm_phán lãnh_đạo triều_tiên nhằm chấm_dứt chương_trình hạt_nhân nước
9,“ tôi nói_chuyện ông ta
10,tôi chẳng thấy vấn_đề nói_chuyện ông kim ” tỉ_phú bất_động_sản nói
11,triều tiên thử hạt_nhân lần thứ 4 trong tháng 1 phóng một tên lửa tầm xa tháng 2 đưa đất_nước một lệnh trừng_phạt quốc_tế khó_khăn
12,một người khác đại_sứ triều_tiên một hội_nghị liên_hiệp_quốc nhắc triều_tiên sẵn_sàng đàm_phán 6 bên về chương_trình hạt_nhân mình
13,trung_quốc nga ủng_hộ ý_tưởng mỹ đồng_minh hàn_quốc nhật_bản từ_chối ông nói
14,một nhà_nước hạt_nhân trách_nhiệm chúng_tôi bao_giờ sử_dụng vũ_khí hạt_nhân đại_sứ biết
15,mỹ sử_dụng vũ_khí hạt_nhân chúng_tôi mới dùng
