idx, sentence
0,lần thứ hai nhà làm phim gắn đề_tài_chính_trị xã_hội đoạt giải_thưởng hàng_đầu lhp_cannes
1,phim về nỗi thất_vọng “ phúc_lợi xã_hội ” ông đoạt giải lần thứ nhất cách một thập_kỷ phim the wind_that_shakes the barley bộ phim chính_kịch lịch_sử bối_cảnh cuộc_chiến giành độc_lập ireland vương_quốc anh
2,“ già người_ta nhìn thấy mặt_trời mọc ngày hôm thấy mãn_nguyện ” – loach nói nhà_báo lhp_cannes đoạt giải cành cọ vàng thứ 2
3,i daniel_blake kể về một người thợ_mộc tai_nạn làm_việc một người mẹ trẻ vật_lộn nghịch_lý hệ_thống phúc_lợi xã_hội trong chính_phủ bảo_thủ anh
4,phim lấy đi nước_mắt nhà phê_bình khó_tính nhất
5,phim còn làm rạng_danh tên_tuổi hai diễn_viên gần_như vô_danh hayley_squires nghệ_sĩ hài_dave_johns
6,“ i daniel_blake mang tiếng_nói người nó
7,giải cành cọ vàng chiến_thắng khiến tiếng_nói ấy cực_kỳ lớn ” – diễn_viên squires viết trang twitter phim đoạt giải
8,loach nói nhà_báo ông nói đến nghỉ hưu làm bộ phim jimmys_hall 2014 thời_điểm ông quay một thước phim nào “ ngọn núi mặt chúng_tôi quá cao tôi nghĩ mình không_thể vượt nó ”
9,phim i daniel_blake đưa loach trở_về nguồn_gốc làm phim thể_loại kịch hiện_thực nó “ bùa_chú ” ông khát_khao trở_lại công_việc
10,giới phê_bình đặc_biệt ấn_tượng cách ông thấy tuyệt_vọng người mắc_kẹt trong “ mê_cung ” hệ_thống phúc_lợi xã_hội dường_như tạo khiến họ thất_vọng
11,nhà phê_bình anh peter_bradshaw tờ guardian nói hãng tin afp cảnh khiến ông xúc_động nhất trong phim “ cảnh xếp_hàng lương_thực hayley_squires nuốt vội hộp đậu_tương sốt
12,biểu_cảm gương_mặt cô ấy khiến người xem thấy thương_cảm ”
13,tiếng nói người bình_thường việc_làm lâu đề_tài yêu thích đạo_diễn loach đạo_diễn trào_lưu phim chủ_nghĩa hiện_thực
14,năm 1991 loach khai_thác đề_tài bộ phim riffraff trong khảo_sát cuộc_sống người lao_động bình_thường ở london
15,tiếp phim bread roses kể cuộc đình_công lao_công một khách_sạn ở los_angeles phim the_navigators 2001 kể về 5 công_nhân đường_sắt nền công_nghiệp trải cuộc tư_nhân_hóa
16,tuy_nhiên loach luôn nhận_thức rõ về sức tác_động bộ phim mình
17,“ tôi bao_giờ nói bản_thân bộ phim mình thay_đổi thứ
18,mục_đích làm phim tôi cốt_sao góp thêm tiếng_nói nỗi bức_xúc chung ”
19,loach xuất_thân tầng_lớp lao_động con_trai một thợ_điện thợ_may
20,ông trưởng_thành ở nuneaton gần birmingham anh
21,loach phục_vụ không_quân hoàng_gia học luật trường đại_học oxford theo_đuổi sự_nghiệp điện_ảnh
22,hãng bbc ông bắt_đầu làm phim_truyền_hình ông tin_tưởng mạnh_mẽ điện_ảnh kể về “ người bình_thường tình_huống khó xử họ ”
23,niềm tin ấy loach làm phim kes 1969 kể về một cậu bé thuộc tầng_lớp lao_động chăm_sóc chú chim_ưng mình
24,phim đoạt 2 giải bafta
