idx, sentence
0,ngày 16 công_ty sông_đà 11 thông_tin chính_thức về vụ_việc phản_ánh hiện_tượng trộn đất bê_tông móng trụ số 01 02 đường_dây 220 kv trực_ninh cắt đường_dây 220 kv ninh_bình nam_định
1,công_ty sông_đà 11 đơn_vị thi_công công_trình
2,ông lê_văn_tuấn tổng_giám_đốc công_ty sông_đà 11 biết kết_quả kiểm_tra hiện_trường thấy ví trị cột_số 01 02 báo_chí phản_ánh nằm trong giai_đoạn tạm dừng thi_công
3,tuy_nhiên thời_gian chờ_đợi tập_kết nguyên_vật_liệu lâu kết_cấu thép lắp_đặt đồng_thời lo_ngại móng đào sụt_lở mưa_bão lấp hết cốt_thép móng đội xây_lắp số 12 ông nguyễn_văn_toán làm đội_trưởng tự_ý thi_công đồng_ý chủ đầu_tư
4,lỗi đội xây_lắp ban giám_sát công_trình
5,đánh_giá ban_đầu trung_tâm thí_nghiệm công_ty tư_vấn xây_dựng sông_đà mẫu bê_tông khoan lấy hiện_trường hầu_hết đạt yêu_cầu mẫu đạt cường_độ chịu lực 1213 newton / mm2
6,trong yêu_cầu mẫu bê_tông khoan lấy hiện_trường 28 ngày tuổi đạt cường_độ chịu lực lớn hơn 14 newton / mm2
7,chứng_tỏ người dân phản_ánh cơ_sở
8,ông tuấn căn_cứ kết_quả thí_nghiệm công_ty quyết_định kỷ_luật chỉ_huy_trưởng công_trường đối_với ông nguyễn_văn_đương đội_trưởng hai cán_bộ kỹ_thuật
9,đồng_thời giám_đốc phó giám chi_nhánh sông_đà 117 nhận hình_thức cảnh_cáo
10,công_ty yêu_cầu cá_nhân liên_quan đến sai_phạm bồi_hoàn_toàn_bộ chi_phí thiệt_hại gây
11,toàn_bộ thiệt_hại khấu_trừ tiền_lương hằng tháng cá_nhân
12,ngày 255 một_số báo phản_ánh về công_trình đường_dây 220 kv trực_ninh cắt đường_dây 220 kv ninh_bình nam_định thi_công đào đúc móng cột “ trụ móng làm bằng bê_tông trộn … đất ”
13,kiểm_tra thực_tế tổng_công_ty truyền_tải_điện quốc_gia biết đoạn đường_dây công_ty cổ_phần sông_đà 11 thi_công
14,ngày 932016 ban quản_lý dự_án công_trình điện miền bắc yêu_cầu công_ty cổ_phần sông_đà 11 dừng thi_công_đoạn đường_dây 220 kv trực_ninh cắt đường_dây 220 kv ninh_bình nam_định trong quá_trình thực_hiện thủ_tục điều_chỉnh đoạn tuyến nêu
