idx, sentence
0,nhóm nhạc ba thành_viên khá nổi_tiếng trong cộng_đồng underground tiết_mục foe người đón chờ ở tập 4 vòng tranh_đấu
1,phụ kỳ_vọng khán_giả ba chàng trai nhóm foe mang đến không_khí vô_cùng sôi_động sân_khấu nhân_tố bí_ẩn tuần
2,ở vòng hội_ngộ nhóm nhạc underground khuấy_động sân_khấu bằng một ca_khúc tự sáng_tác
3,đến vòng tranh_đấu nhóm foe tiếp_tục mang đến một sáng_tác mới mang tên bố_vợ
4,ca_khúc mashup một bản disco kinh_điển ở thập_niên 70 – daddy_cool
5,điểm nhấn tiết_mục nằm ở phần âm_nhạc sôi_động mà_còn đến vũ_đạo ấn_tượng chàng trai nhóm foe gọi vui vũ_điệu chấm_phẩy
6,yanbi thậm_chí bất_chấp chấn_thương đùi thể_hiện điệu nhảy thành_viên nhóm
7,một tiết_mục vui đậm tính giải_trí giám_khảo tùng dương nhận_xét phần trình_diễn foe tiết_mục cốt_truyện hài_hước
8,phần hát dừng ở hát hip hop nền disco ổn
9,tuy_nhiên người khó_tính nhận_xét tôi nghĩ xem_xét
10,tôi muốn bạn đưa bản_sắc mình hơn tiết_mục hip hop
11,kết_thúc tiết_mục giám_khảo bày_tỏ yêu_thích năng_lượng nhóm đồng_ý họ ngồi một trong 6 ghế đỏ
12,tuy_nhiên thời_gian họ chiếm_giữ vị_trí lâu
13,ít phút nhóm foe buộc nhường vị_trí nhóm dolphins
14,đồng_nghĩa nhóm foe yanbi tạm rời khỏi nhân_tố bí_ẩn
15,ngoài foe nhóm cánh_diều cadimen thăng_long the_passion nói lời chia_tay chương_trình
