idx, sentence
0,gần 1 tuần mourinho đặt bút ký hợp_đồng 3 năm mu tiền_đạo đội_trưởng rooney đưa lời bình_luận về vấn_đề
1,cụ_thể “ r10 ” lên_tiếng ca_ngợi quyết_định giới chủ “ quỷ đỏ ”
2,đồng_thời anh nóng_lòng muốn làm_việc chiến_lược gia người bồ_đào_nha
3,trả_lời phỏng_vấn đt_anh thi_đấu giao_hữu bồ_đào_nha rooney chia_sẻ “ mourinho một trong hlv xuất_sắc nhất thế_giới
4,làm_việc ông ấy thú_vị đối_với cá_nhân tôi cầu_thủ khác mu ”
5,biết kể ngày 77 tới mourinho bắt_tay công_việc huấn_luyện ở mu
6,hiện_tại nhà cầm_quân 53 tuổi kế_hoạch mua_sắm cầu_thủ thanh_lọc đội_hình nhằm giúp nửa đỏ thành manchester cạnh_tranh chức vô_địch premier_league mùa tới
7,ngoài lời nhận_xét về mourinho rooney tỏ lạc_quan khả_năng đt_anh gặt_hái thành_công euro 2016 “ tôi cảm_thấy tự_hào đeo băng đội_trưởng tuyển anh dự giải đấu lớn euro
8,chúng_tôi sở_hữu đội_hình trẻ_trung chất_lượng
9,tôi tin đt_anh đủ khả_năng chinh_phục_chức vô_địch giải đấu sắp tới
10,hiện_tại tôi đồng_đội cảm_thấy thoải_mái euro 2016 khởi_tranh
11,chúng_tôi vài ngày gặp_gỡ thành_viên trong gia_đình mình lên_đường sang pháp
