idx, sentence
0,một thời_gian giữ im_lặng mới_đây tiền_đạo wayne_rooney chính_thức tiếng_nói mình về man_utd sa_thải hlv van_gaal bổ_nhiệm hlv jose_mourinho
1,gã_sherk_ giành lời khen_ngợi về bổ_nhiệm người đặc_biệt blđ_mu
2,“ jose_mourinho một trong hlv xuất_sắc nhất thế_giới
3,làm_việc ông ấy vô_cùng may_mắn đối_với cá_nhân tôi cầu_thủ khác mu ”
4,rooney tâm_sự
5,thủ_quân quỷ đỏ tin_tưởng khả_năng cầm_quân mình hlv mourinho sớm đưa con thuyền mu trở_lại quỹ_đạo thành_công mình
6,trả_lời về tiền_đạo rashford hlv hodgson triệu_tập đt_anh r10 một quyết_định sáng_suốt phong_độ rashford thật đáng kinh_ngạc thực_sự như_vậy
7,cậu ấy chứng_tỏ mình làm trong lần ra_mắt tuyển anh
8,cậu ấy bàn thắng trong trận giao_hữu đt_australia trở_thành cầu_thủ trẻ nhất trong lịch_sử ghi_bàn tuyển anh trong trận ra_mắt
9,ngoài lời nhận_xét về mourinho rashford wayne_rooney đặt niềm tin khả_năng đt_anh gặt_hái thành_công euro 2016 “ tôi cảm_thấy tự_hào đeo băng đội_trưởng tuyển anh dự giải đấu lớn euro
10,toàn đội sở_hữu đội_hình chất_lượng
11,tôi tin đt_anh đủ khả_năng chinh_phục_chức vô_địch euro 2016
