idx, sentence
0,màn_kịch lừa_đảo chiếm_đoạt tài_sản tin_tức đăng_tải báo_công_an nhân_dân hay ngày 21/5 cơ_quan csđt công_an tp hà_nội biết ra_lệnh bắt khẩn_cấp tạm giữ hình_sự đối_với huỳnh_quang_phong 55 tuổi trú phường lê_đại_hành quận_hai_bà_trưng hà_nội về “ hành_vi lừa_đảo chiếm_đoạt tài_sản ”
1,trong 2 ngày 8 11/4 chị cao_thị_hằng quê_quán ở tỉnh nghệ_an trú xã kim_chung huyện hoài_đức tp hà_nội anh nguyễn_hoàng_quang trú phường bưởi quận tây_hồ tp hà_nội đến phòng cskt công_an tp hà_nội tố_cáo phong lừa hàng trăm triệu đồng 2 hại nêu
2,năm 2011 phong quen_biết chị hằng trong anh ta lao_động tự_do nghề_nghiệp nhất_định tự nhận mình chủ_tịch hđqt công_ty xây_dựng 69 hà_nội
3,đến tháng 8/2014 phong biết thông_tin về chị hằng nhu_cầu xin người_nhà anh võ_duy_hân trú ở huyện diễn_châu tỉnh nghệ_an đăng_ký thi học_viện csnd đủ điểm nay muốn xin học trường_trung_cấp csnd_vi tỉnh hưng_yên
4,thấy phong dàn_dựng màn_kịch lo chạy anh dân trường_trung_cấp csnd giá 400 triệu đồng
5,thoả_thuận chị hằng tin_tưởng 3 lần chuyển tổng_cộng 400 triệu đồng lần nhận tiền_phong giấy biên_nhận
6,ngoài_ra thời_điểm phong thủ_đoạn tương_tự còn thoả_thuận anh quang bạn chị hằng nhận chạy một suất trường_trung_cấp cảnh_sát vũ_trang thị_trấn xuân_mai huyện chương_mỹ tp hà_nội anh trần_đức_thịnh người_nhà anh quang giá 380 triệu đồng anh quang tin thật 2 lần chuyển tổng_số tiền 230 triệu đồng phong số tiền còn anh thịnh nhập_học giao nốt
7,thực_tế phong nhận tiền 2 hại nêu lời hứa_hẹn trường công_an thật
8,đồng_thời hại lần tìm phong đòi tiền phong trả
9,biết mình lừa chị hằng anh quang đến cơ_quan công_an tố_cáo
10,báo giao_thông đưa tin về một vụ_việc tương_tự cán_bộ rởm giăng bẫy lừa chạy trường công_an
11,cụ_thể biết nhà chị hoàng_thị_hà 39 tuổi trú tiểu_khu 7 thị_trấn lương_sơn lương_sơn con trai sắp thi đại_học tạo lòng tin nguyễn_văn_thao 31 tuổi trú xóm hang đồi 1 xã cư_yên huyện lương_sơn thường_xuyên mặc quân_phục đưa chứng_minh_thư cand gia_đình chị hà xem
12,tài ăn_nói thao hứa hẳn 1 suất thẳng một trường uy_tín bộ công_an giá môi_giới 400 triệu đồng
13,thao yêu_cầu chị hà đưa 1 số tiền số còn nhập_học đưa nốt
14,nhẹ_dạ tin chị hà hẹn thao quán cà_phê thuộc tk6 tt lương_sơn lương_sơn hòa_bình đưa thao số tiền
15,chiều ngày 1/4 cán_bộ công_an ập quán cà_phê tiến_hành bắt quả_tang thao nhận số tiền 20 triệu đồng
