idx, sentence
0,hoa_khôi hương_thảo tổ_chức lễ ăn_hỏi đám_cưới quê nhà quảng_ninh hôm 30/4
1,ông_xã người_đẹp năm nay 34 tuổi hơn cô 10 tuổi
2,anh tốt_nghiệp thạc_sĩ anh 8 năm làm_việc ngân_hàng nước_ngoài
3,hiện_tại anh công_ty riêng tp hcm
4,trong lễ_cưới ở quê nhà hương_thảo chú_rể rước về dinh bằng xe sang
5,tối 29/5 đôi uyên_ương tổ_chức tiệc cưới một khách_sạn sang_trọng ở sài_gòn khoảng 700 khách_mời bao_gồm gia_đình người_thân bạn_bè thân_thiết nhà_trai
6,hương_thảo thay hai bộ soiree trong ngày xe hoa
7,hai váy ánh đồng màu trắng tôn vóc_dáng thon_thả nét trẻ_trung cô
8,chú_rể dù hơn cô 10 tuổi phong_độ
9,bố_mẹ hai bên gia_đình mừng hơn 2 năm tìm_hiểu yêu nhau hai con họ vợ thành chồng
10,vợ_chồng ca_sĩ trang_nhung con_trai hai con_gái đến chúc_mừng hôn_lễ hương_thảo
11,tân_lang tân nương thực_hiện nghi_lễ truyền_thống trong tiệc cưới
12,hương_thảo tham_gia cuộc thi nhan_sắc đoạt danh_hiệu hoa_khôi thể_thao 2012 giải phụ hoa_hậu châu_á hoa_hậu cộng_đồng cuộc thi hoa_hậu siêu_quốc_gia 2012
13,năm 2013 cô đại_diện việt_nam dự thi miss_world đạt thành_tích nào
14,vài năm trở_lại cô gần tham_gia hoạt_động showbiz
15,hiện_tại cô làm_việc ở một ngân_hàng trong tp hcm
16,bé bích_ngọc con_gái ca_sĩ trang_nhung á_quân got_talent hát tặng cô_dâu chú_rể trong ngày trọng_đại
