idx, sentence
0,zoe_eastman thai_phụ 33 tuổi đến thành_phố cảng liverpool anh quốc đột_nhiên sở_thích kỳ_quặc ăn bọt xà_phòng kể cô mang thai cậu con_trai nhỏ
1,cô dành giờ tắm 3 lần một ngày ăn hết đám bọt xà_phòng trong bồn
2,bà mẹ trẻ chia_sẻ “ lần đầu_tiên mang thai tôi thích chiều chuộng bản_thân bằng cách ngâm mình trong bồn thắm hương thơm nhẹ_nhàng
3,tới mang thai ở tuần thứ 20 sở_thích ăn bọt xà_phòng bỗng_nhiên trỗi dậy
4,tôi đưa đám bọt mũi hít_hà bắt_đầu nếm thử chúng
5,một cảm_giác tuyệt thậm_chí còn sảng_khoái hơn sex ”
6,ban_đầu zoe cố_gắng che_giấu chứng nghiện kỳ_lạ muốn chồng mình biết
7,một buổi tối nọ anh mark_smith 34 tuổi bất_ngờ bắt_gặp vợ mình ở bồn_tắm đám bọt phủ kín mặt
8,“ anh ấy trông thấy cảnh ăn bọt xà_phòng ban_đầu tôi xấu_hổ
9,tôi quan_tâm nó thế_nào
10,dần_dần tôi tắm ngày ăn bọt xà_phòng ” cô hay
11,zoe chia_sẻ về cơn thèm_muốn kỳ_lạ người bạn mang thai mình họ đề_nghị cô gặp bác sỹ tìm_hiểu xem cơ_thể mắc chứng rối_loạn thiếu_hụt chất hay
12,thăm khám cô làm xét_nghiệm
13,kết_quả thấy nồng_độ sắt trong cơ_thể cô hoàn_toàn bình_thường
14,may sở_thích gây tổn_hại tới thai_nhi
15,trở_về nhà cô tiếp_tục thỏa_mãn cơn thèm bọt xà_phòng mình
16,tuy_nhiên cô ăn mọi loại bọt thích hương thơm mùi nhân_sâm tiêu đen một nhãn hàng sữa tắm
