idx, sentence
0,zoe_eastman 33 tuổi sống ở liverpool anh so_sánh niềm vui cô ngậm một miệng đầy bọt xà_phòng đạt khoái_cảm yêu
1,giải_thích về thói_quen kỳ_lạ zoe chia_sẻ mới mang thai tôi thích cảm_giác nâng_niu vuốt_ve mình trong bồn_tắm loại kem dưỡng giúp da mềm_mại
2,tôi thử dùng sản_phẩm khác nhau thai 20 tuần cơn thèm ăn bong_bóng xà_phòng tôi bắt_đầu tôi tìm sản_phẩm sữa tắm radox_muscle_therapy
3,nó khiến tôi lúc_nào thấy thèm_thuồng
4,the_sun zoe phủ đầy bọt xà_phòng mặt từ_từ hút miệng tận_hưởng
5,cảm_giác như_thể tôi tiếp thêm sinh_lực tôi bắt_đầu thưởng_thức chúng
6,tôi cảm_thấy đạt khoái_cảm ăn bọt xà_phòng cô nói
7,cơn thèm ăn kỳ_lạ zoe tới mức cô tắm hết hai chai radox trong một tuần
8,cô cố giấu mọi người thói_quen ăn_uống kỳ_lạ một buổi tối nọ hôn phu mark_smith 34 tuổi bắt_gặp
9,anh ấy nhìn thấy đáng tôi thấy ngại tôi sung_sướng đến mức chẳng quan_tâm trông mình ra_sao zoe kể
10,tôi nghĩ đến bọt sữa tắm suốt ngày
11,tiết_lộ người bạn mang thai giống mình zoe họ gơi ý nói_chuyện bác_sĩ xem cô mắc chứng_pica hay
12,một chứng rối_loạn ăn_uống liên_quan tới tình_trạng thiếu sắt trong cơ_thể
13,tuy_nhiên kết_quả xét_nghiệm máu zoe mang thai 5 tháng thấy lượng sắt trong cơ_thể cô hoàn_toàn bình_thường
14,bác_sĩ khẳng_định_sở_thích ăn bọt xà_phòng kỳ_lạ gây nguy_hại đến đứa con trong bụng
15,về nhà zoe tiếp_tục ăn bọt mùi hương sữa tắm radox mới hấp_dẫn cô
16,cơn nghiện tiếp_tục tới cô sinh con_trai indie hiện 2 tuổi
