idx, sentence
0,thừa_lệnh bộ_trưởng bộ tài_chính đinh_tiến_dũng thứ_trưởng bộ tài_chính đỗ hoàng_anh_tuấn công_văn đề_nghị thống_đốc ngân_hàng nhà_nước lê_minh_hưng chỉ_đạo người đại_diện phần vốn_nhà_nước ngân_hàng_đầu_tư phát_triển vn bidv ngân_hàng công_thương vn vietinbank chia cổ_tức năm 2015 bằng tiền_mặt nộp toàn_bộ số cổ_tức chia ngân_sách nhà_nước
1,vấn_đề nêu đại_hội cổ_đông bidv thông_qua trả cổ_tức 2015 bằng cổ_phiếu vietinbank chia cổ_tức gây ảnh_hưởng tới thu ngân_sách nhà_nước
2,trong văn_bản gửi thống_đốc ngân_hàng nhà_nước lãnh_đạo bộ tài_chính dẫn hàng_loạt quy_định về về quyền trách_nhiệm người đại_diện vốn_nhà_nước yêu_cầu đơn_vị nộp ngân_sách khoản lợi_nhuận cổ_tức chia tương_ứng phần vốn_nhà_nước đầu_tư
3,trao_đổi tuổi_trẻ chiều 315 ông lê_đức_thọ tổng_giám_đốc vietinbank biết bộ tài_chính đôn_đốc dn vốn cổ_phần nộp về ngân_sách
4,tuy_nhiên trường_hợp vietinbank khá đặc_biệt nêu rõ trong đại_hội cổ_đông thường_niên vừa_qua
5,“ hiện tỉ_lệ về sở_hữu nhà_nước nh xuống gần đến mức thấp nhất quy_định
6,tỉ_lệ sở_hữu nhà_đầu_tư nước_ngoài ở mức tối_đa
7,hàng năm nh tăng vốn phù_hợp chiến_lược kế_hoạch kinh_doanh tăng_trưởng về tài_sản huy_động vay
8,song_song vốn_tự tăng tỉ_lệ nhất_định đảm_bảo tỉ_lệ an_toàn vốn nh
9,cấp_thiết đảm_bảo an_toàn hoạt_động
10,cho_nên tới vietinbank tiếp_tục giải_trình bộ tài_chính xin giữ nguồn vốn làm một trong kênh tăng vốn ” ông thọ biết
11,trong lãnh_đạo bidv biết phản_hồi về vấn_đề
12,đhcđ vừa_qua lãnh_đạo bidv biết sáp_nhập ngân_hàng mhb số_lượng cổ_phiếu bidv tăng khó giữ mức cổ_tức_như ban_đầu
13,lãnh_đạo bidv thực_hiện chi_trả cổ_tức bằng tiền_mặt thực_hiện tăng vốn trong năm nay khó
14,do_vậy cổ_tức chia bằng cổ_phiếu tỉ_lệ 85 phù_hợp thấp hơn lãi_suất tiết_kiệm ngân_hàng 12 tháng đảm_bảo lợi_ích cổ_đông
