idx, sentence
0,trong quá_khứ hlv mourinho pep_guardiola mối hiềm_khích hai người dẫn_dắt real_madrid barcelona
1,ở mùa giải tới họ nằm quyền ở hai clb thành manchester mu man_city
2,giới mộ điệu chờ_đợi cuộc_chiến nảy_lửa giữa mourinho pep_guardiola ở trong lẫn ngoài sân_cỏ
3,tuy_nhiên “ người đặc_biệt ” khẳng_định ông sa_đà cuộc tranh_cãi cá_nhân pep_guardiola ở mùa giải
4,phát_biểu trong buổi họp_báo ở lisbon hlv mourinho nói “ diễn trong quá_khứ cho_phép tôi đứng ngoài_cuộc
5,trong 2 năm đối_đầu pep_guardiola chúng_tôi đẩy thế sống_còn
6,đơn_giản tôi hoặc ông ấy lên_ngôi cao nhất
7,cuộc_chiến cá_nhân chúng_tôi vì_thế ý_nghĩa nó ảnh_hưởng tới mọi thứ
8,tuy_nhiên ở premier_league tôi ông ấy tập_trung đối_đầu nhau một người khác lên_ngôi vô_địch
9,do_đó tôi muốn sa_đà tranh_cãi cá_nhân pep_guardiola ”
