idx, sentence
0,ngày 31/5 tand_tphcm tuyên_án 5 bị_cáo trong vụ_án lừa_đảo chiếm_đoạt tài_sản vi_phạm quy_định về vay trong hoạt_động tổ_chức tín_dụng xảy công_ty tnhh tư_vấn thiết_kế xây_dựng ktt ngân_hàng nông_nghiệp phát_triển nông_thôn chi_nhánh bình_chánh agribank bình_chánh
1,bị_cáo nguyễn_đức_trí nguyên giám_đốc công_ty ktt tuyên_phạt_tù chung_thân trương_xuân_quang kế_toán_trưởng công_ty ktt tuyên_phạt 20 năm tù về tội lừa_đảo chiếm_đoạt tài_sản
2,bị_cáo nguyên cán_bộ agribank bình_chánh nguyễn_văn_lợi nguyên phó giám_đốc tuyên_phạt 7 năm tù trần_thị_hoàng_yến nguyên phó phòng kế_hoạch kinh_doanh tuyên_phạt 6 năm tù nguyễn_thị_thanh_nga nguyên cán_bộ tín_dụng tuyên_phạt 5 năm tù về tội vi_phạm quy_định về vay trong hoạt_động tổ_chức tín_dụng
3,tand cấp cao tphcm tuyên_phạt bị_cáo lợi nga 8 năm tù yến 7 năm tù tội_danh trong 1 vụ án khác
4,tổng hình_phạt nguyên 3 cán_bộ ngân_hàng agribank bình_chánh chấp_hành lợi 15 năm tù nga yến bị_cáo 13 năm tù
5,cáo_trạng công_ty tnhh tư_vấn thiết_kế xây_dựng ktt phường tân_thuận_đông q 7 trí vợ thành_lập làm dịch_vụ thương_mại tư_vấn xây_dựng … trí quang lập khống hồ_sơ dự_án đầu_tư xây_dựng khu dân_cư central_park ptân_phú q 7 vay 96 tỷ agribank bình_chánh trong dự_án cơ_quan thẩm_quyền phê_duyệt
6,tiếp hai nâng khống vốn điều_lệ lập hợp_đồng phiếu chi giả mua đất thực_hiện dự_án làm_giả phương_án kinh_doanh hợp_đồng mua_bán vật_liệu xây_dựng tạo một dự_án ma hấp_dẫn mục_đích vay tiền ngân_hàng
7,trong thời_gian năm 2007 đến 2009 trí ký 3 hợp_đồng tín_dụng agribank bình_chánh vay tiền
8,cán_bộ tín_dụng nga thẩm_định báo_cáo doanh_nghiệp năng_lực tài_chính khả_năng kinh_nghiệm trong quản_lý thực_hiện dự_án giá_trị tài_sản đủ đảm_bảo khoản vay đề_xuất
9,báo_cáo yến thông_qua trình hai cấp lợi chức nguyên giám_đốc agribank bình_chánh mất phê_duyệt
10,agribank bình_chánh ký hợp_đồng vay vốn thế_chấp tài_sản công_ty ktt giải_ngân 106 tỉ đồng
11,số tiền vay trí thanh_toán gốc lãi
12,tính đến tháng 6/2014 công_ty nợ agribank bình_chánh 231 tỉ đồng
13,kết_án hđxx quyết_định tuyên_án chung_thân đối_với bị_cáo trí đồng_thời buộc trí buồi thường 231 tỷ đồng ngân_hàng agribank bình_chánh trong tiền gốc 99 tỷ đồng tiền lãi 130 tỷ đồng tính đến thời_điểm khởi_tố
14,đồng_thời hđxx nhận_định bị_cáo quang trong vụ_án đóng vai_trò đồng_phạm làm chỉ_đạo trí tuyên_phạt bị_cáo quang 20 năm tù
15,đồng_thời tòa buộc bị_cáo quang liên_đới bồi_thường agribank bình_chánh 2 tỷ đồng
