idx, sentence
0,“ ước_tính tới nay chúng_tôi thiệt_hại hàng chục tỉ đồng đội quản_lý thị_trường qltt số 14 chi_cục qltt tp hà_nội đưa thông_tin báo_chí sản_phẩm chúng_tôi chứa_chất cấm chất gây ung_thư ” ông lưu_minh_sang chủ cơ_sở chế_biến thực_phẩm việt vietfoods bình_dương bức_xúc thốt trao_đổi pv pháp_luật_tphcm
1,thiệt_hại quá nặng_nề ông sang vietfoods ngưng sản_xuất hơn một tháng
2,nếu_như trung_bình tháng vietfoods xuất thị_trường gần 100 tấn sản_phẩm xảy sự_cố 100 công_nhân nghỉ_việc hàng trong kho tiêu_thụ hàng_hóa đại_lý trả về người tiêu_dùng quay lưng sản_phẩm
3,kho lớn chứa hàng chục tấn sản_phẩm trả về đại_lý hư_hỏng bán làm thức_ăn cá
4,“ thậm_chí khách_hàng nợ tỉ lấy lý_do xúc_xích chất gây ung_thư chịu thanh_toán tiền hàng ” ông sang chua_chát kể tiếp “ thời_điểm cơ_sở bắt_đầu công_nhân sản_xuất trở_lại sản_lượng đưa thị_trường bằng 1/10 hệ_thống phân_phối niềm tin người tiêu_dùng chưa_thể phục_hồi ”
5,ông sang kết_luận cục an_toàn thực_phẩm bộ y_tế khẳng_định sản_phẩm vietfoods an_toàn người sử_dụng chiều 235 chi_cục qltt tp hà_nội quyết_định trả lô hàng 22 tấn xúc_xích tạm giữ niêm_phong vietfoods bán công_ty tnhh hùng_anh hà_nội
6,tuy_nhiên hơn một tháng tạm giữ phần_lớn sản_phẩm trong lô hàng hết gần hết hạn sử_dụng
7,ông sang dù quyết_định trả tang_vật tạm giữ chi_cục qltt tp hà_nội nêu rõ lý_do “ doanh_nghiệp hành_vi vi_phạm hành_chính ” đến nay cơ_quan hủy_bỏ biên_bản vi_phạm hành_chính đối_với vietfoods
8,“ kiểm_tra qltt vội_vàng công_bố sản_phẩm chúng_tôi chất cấm chất gây ung_thư báo_chí gây hoang_mang người tiêu_dùng gây thiệt_hại nặng_nề chúng_tôi
9,kết_luận chính_thức họ trả hàng một lời xin_lỗi còn làm đúng quy_trình ” ông sang bức_xúc
10,ông sang biết gửi đơn yêu_cầu chi_cục qltt tp hà_nội hủy_bỏ biên_bản vi_phạm hành_chính đối_với vietfoods yêu_cầu đội_trưởng đội qltt_số 14 trách_nhiệm xin_lỗi đính_chính thông_tin phương_tiện truyền_thông
