idx, sentence
0,vụ_việc thú_dữ tấn_công người trong thành_phố hiếm vườn thú khá gần khu dân_cư
1,thậm_chí kể_cả sự_việc người dân bất_cẩn xổng thú nuôi mình ngoài gây nguy_hiểm cộng_đồng
2,mới_đây một công_viên khu_vực blyth northumberland vương_quốc anh một sự_việc hy_hữu xảy một con chó dữ xông cắn tấn_công 14 em nhỏ
3,thông_tin ghi_nhận vụ_việc xảy 6 30 tối
4,một bà mẹ miêu_tả khung_cảnh sự_việc một bãi_chiến_trường đứa trẻ bị_thương nằm la_liệt cỏ chờ cấp_cứu y_tế
5,người còn hỗn_loạn xảy giống một cuộc tấn_công khủng_bố
6,sheryl_allison mẹ một bé gái 12 tuổi có_mặt công_viên thời_điểm hay chú chó tấn_công khoảng 14 đứa trẻ
7,tuy_nhiên may_mắn lũ trẻ nhà tôi an_toàn
8,người dân địa_phương con chó có_mặt công_viên 45 phút xảy vụ_việc
9,nó xông tấn_công một đứa trẻ đám trẻ xông nhằm giải_cứu nạn_nhân đầu_tiên
10,tuy_nhiên may lũ trẻ cố_gắng giải_thoát nạn_nhân chú chó hăng quay sang tấn_công tất_cả
11,demi một cô bé 12 tuổi biết khung_cảnh quả_thực đáng sợ lũ trẻ không_thể kiểm_soát con vật đáng sợ
12,đến một ông bố phát_hiện xảy công_viên xông ghìm chú chó xuống chờ cảnh_sát tới giải_quyết sự_việc mới tạm dừng
13,khu_phố trở_nên hỗn_loạn lần đầu_tiên một sự_việc hy_hữu xảy
