idx, sentence
0,sáng 8/8 đại_tá nguyễn_văn_trung giám_đốc công_an tỉnh hà_nam xác_nhận công_an tỉnh phối_hợp bộ công_an bắt nguyễn_sỹ_đạt 46 tuổi ở tp phủ_lý hà_nam cáo_buộc chủ_mưu bắn chết ông lê_hữu_trí 41 tuổi giám_đốc công_ty tnhh_hữu_trí ngày 4/7 tức 1/6 âm_lịch khu_vực phía ngoài chùa bảo_lộc
1,liên_quan vụ_án nhà_chức_trách bắt 2 người gồm lê_thái_duy 28 tuổi lê_việt_hoàn 35 tuổi ở thành_phố phủ_lý tỉnh hà_nam
2,điều_tra mãn_hạn tù đạt xảy mâu_thuẫn ông trí tìm người tham_gia trả_thù
3,lời_khai ban_đầu thấy một nhóm 2 tên đạt cử đi thanh_toán giám_đốc trí
4,ngoài vụ_án cơ_quan điều_tra xác_định đạt liên_quan một vụ án hình_sự khác
5,ba năm nghi can bắt về tội lừa_đảo chiếm_đoạt tài_sản
6,trong_sáng nay thượng_tướng tô_lâm bộ_trưởng công_an thư khen đơn_vị tham_gia điều_tra vụ_án giết người tàng_trữ sử_dụng vũ_khí quân_dụng trái_phép
7,lãnh_đạo bộ công_an đánh_giá vụ_án hình_sự phức_tạp gây tâm_lý lo_lắng bức_xúc trong nhân_dân
8,trong thời_gian ngắn lực_lượng phối_hợp chặt_chẽ sử_dụng đồng_bộ biện_pháp hoàn_thành nhiệm_vụ
9,tôi yêu_cầu đơn_vị địa_phương khẩn_trương mở_rộng điều_tra sớm đưa vụ án xử_lý nhằm răn_đe phòng_ngừa chung ” người đứng đầu bộ công_an chỉ_đạo trong thư
