idx, sentence
0,ban chuyên_án bắt_giữ 3 đối_tượng nguyễn_sỹ_đạt sn 1970 hộ_khẩu thường_trú tổ_dân_phố bảo_lộc 1 phường thanh_châu tp phủ_lý tỉnh hà_nam một tiền_án về tội lừa_đảo chiếm_đoạt tài_sản lê_thái_duy sn 1988 trú tổ 5 phường lương_khánh_thiện tp phủ_lý tỉnh hà_nam tiền_án tiền_sự lê_việt_hoàn sn 1981 trú ở đường đề_yêm phường lê_hồng_phong tp phủ_lý tỉnh hà_nam một tiền_án về tội cướp tài_sản
1,bắn thử gây_án trong buổi họp_báo chiều 8/8 trụ_sở công_an tỉnh hà_nam trung_tá chu_văn_phú phó cục_trưởng cục chính_trị tổng_cục cảnh_sát bộ công_an đọc thư khen quyết_định khen_thưởng bộ_trưởng bộ công_an đối_với lực_lượng tham_gia điều_tra làm rõ vụ_án giết người tàng_trữ sử_dụng vũ_khí quân_dụng xảy ngày 4/7/2016 tỉnh hà_nam gây xôn_xao dư_luận
2,nội_dung vụ_án khoảng 15 h30 phút ngày 4/7 khu_vực miếu thần thuộc tổ_dân_phố bảo_lộc 1 phường thanh_châu tp phủ_lý hà_nam xảy vụ ám_sát kinh_hoàng khiến một người tử_vong
3,nạn_nhân ông lê_hữu_trí giám_đốc công_ty tnhh_hữu_trí hai đối_tượng bịt mặt bắn phát đạn khỏi cổng miếu
4,xét tính_chất đặc_biệt nghiêm_trọng đối_tượng gây_án manh_động sử_dụng súng công_cộng công_an tỉnh hà_nam huy_động lực_lượng phối_hợp đơn_vị bộ công_an tập_trung phá_án
5,nạn_nhân_tử_vong 5 vết_thương ở tim sườn chia_sẻ cơ_quan điều_tra vụ trọng_án xảy giữa “ thanh_thiên bạch_nhật ” một địa_bàn phức_tạp về hình_sự ma_túy tp phủ_lý tỉnh hà_nam
6,thời_điểm xảy vụ_án lâu tp phủ_lý xảy một vụ án dùng súng bắn nhà trung_tá lê_đức_tùng trưởng công_an tp phủ_lý_gây dư_luận xấu trong xã_hội
7,dẫn đến người dân địa_bàn lo_sợ trả_thù từ_chối hợp_tác hoặc cung_cấp thông_tin cơ_quan điều_tra
8,giá_trị thông_tin vật_chứng hiện_trường hạn_chế
9,hơn một tháng điều_tra vụ_án khám_phá thành_công
10,ban chuyên_án bắt_giữ nhóm đối_tượng gây_án
11,quá_trình điều_tra làm rõ mâu_thuẫn cá_nhân giữa nguyễn_sỹ_đạt lê_hữu_trí đạt kế_hoạch thuê lê_việt_hoàn_giết ông trí giá 500 triệu
12,đạt trực_tiếp mua súng hướng_dẫn hoàn_bắn thử súng chuẩn_bị kế_hoạch giết người
13,nắm thói_quen nạn_nhân hay đi lễ chùa ngày_rằm mùng 1 miếu thần phường thanh_châu tp phủ_lý hà_nam đạt trao_đổi thống_nhất hoàn bắn anh anh trí đi lễ
