idx, sentence
0,chiều ngày 8/8 công_an tỉnh hà_nam tổ_chức cuộc họp_báo trao thưởng cá_nhân tập_thể trong khám_phá vụ án bắn chết ông lê_hữu_trí giám_đốc một doanh_nghiệp địa_bàn tỉnh hà_nam chiều ngày 4/7
1,buổi họp_báo thiếu_tướng hồ_sỹ_tiến cục_trưởng cục cảnh_sát điều_tra tội_phạm về trật_tự xã_hội c45 báo_cáo tóm_tắt về vụ án gây rúng_động ở hà_nam vừa_qua
2,15 h18 ngày 4/7 thôn bảo_lộc 1 phường thanh_châu thành_phố phủ_lý xảy vụ giết người
3,nạn_nhân ông lê_hữu_trí sn 1975 trú thôn bảo_lộc 1 phường thanh_châu thành_phố phủ_lý
4,miếu bảo_lộc 1 thắp hương đường đi ông trí 2 đối_tượng đi xe_máy mặc áo chống nắng sử_dụng súng bắn 4 đến 5 phát khiến ông trí gục ngã đối_tượng xe_máy bỏ chạy
5,nạn_nhân đưa đi bệnh_viện cấp_cứu vết_thương quá nặng đến 17 h50 ’ ngày ông trí tử_vong
6,vụ_án xảy công_an tỉnh hà_nam tổ_chức khám_nghiệm hiện_trường lấy lời khai nhân_chứng tập_trung điều_tra truy_xét bắt_giữ đối_tượng gây_án
7,tính_chất nghiêm_trọng sự_việc làm ảnh_hưởng đến tình hinh an_ninh trật_tự tinh_hà_nam thủ_tướng chính_phủ nguyễn_xuân_phúc chỉ_đạo bộ công_an công_an tỉnh hà_nam tập_trung cao_độ phá vụ_án
8,thực_hiện chỉ_đạo thủ_tướng chính_phủ bộ_trưởng bộ công_an chỉ_đạo tổng_cục cảnh_sát công_an tỉnh hà_nam thành_lập ban chuyên_án tổng_cục cảnh_sát thành_lập ban chỉ_đạo điều_tra chuyên_án giao c45 chủ_trì phối_hợp đơn_vị sự_nghiệp tập_trung đấu_tranh
9,thiếu_tướng hồ_sỹ_tiến đến thời_điểm ban chuyên_án bắt tất_cả đối_tượng liên_quan đến sự_việc
10,chiều ngày 7/8 ban chuyên_án thu_giữ tang_vật vụ_án hơn 1 tháng vào_cuộc sáng ngày 6/8 ban chỉ_đạo chuyên_án quyết_định phá_án tiến_hành bắt khám_xét đồng_loạt 3 đối_tượng về hành_vi giết người
11,đối_tượng gồm nguyễn_sỹ_đạt sn 1970 trú tổ_dân_phố bảo_lộc 1 phương thanh_châu thành_phố phủ_lý hà_nam – 1 tiền_án vè tội chiếm_đoạt tài_sản lê_thái_duy sn 1988 trú tổ 26 phường kim_tân thành_phố lào_cai lê_việt_hoàn sn 1981 trú thôn câu_nhân xã mỹ_thuận huyện mỹ_lộc tỉnh nam_định – 1 tiền_án về tội cướp_giật tài_sản
12,cơ_quan công_an đối_tượng nhận tội khai mâu_thuẫn cá_nhân giữa nguyễn_sỹ_đạt lê_hữu_trí đạt kế_hoạch thuê lê_việt_hoàn_giết ông trí giá 500 triệu đồng
13,đạt chuẩn_bị súng k54 hoàn khu_vực ba_sao huyện kim_bảng hướng_dẫn tập bắn
14,hoàn ngắm bắn thử cây 2 phát
15,nắm thói_quen hay đi lễ chùa ông trí ngày 1 rằm hàng tháng đạt trao_đổi thống_nhất hoàn bắn ông trí lễ miếu_thần – thôn bảo_lộc 1 phường thanh_châu thành_phố phủ_lý
16,kế_hoạch ngày 19/6 rằm tháng 5 âm_lịch hoan duy mang súng đến khu_vực miếu_thần chờ ông trí bắn giết ông trí
17,tuy_nhiên hiểu lý_do ông trí đến sự_việc bất_thành
18,đến ngày 4/7 1/6 âm_lịch hoàn duy mượn một xe_máy wave màu đỏ bks 90b1 – 73591 mặc áo chống nắng súng trong cốp chờ hiệu_lệnh đạt bắn ông trí
19,đúng ông trí khỏi lễ hoàn rút súng bắn hết 1 băng_đạn 6 viên làm ông trí gục tại_chỗ
20,hoàn_kẹp súng bụng chạy đến chỗ duy chờ sẵn xe tẩu_thoát
21,đường tẩu_thoát hoàn điện đạt thông_báo bắn chết ông trí
22,trong dịp bộ công_an ubnd tỉnh hà_nam khen_thưởng cá_nhân tập_thể thành_tích xuất_sắc trong phá_án
23,phát_biểu buổi lễ ông nguyễn_đình_khang bí_thư tỉnh_ủy tỉnh hà_nam cho_biết lực_lượng trong ban chuyên_án quản khó_khăn vất_vả phá vụ_án đảm_bảo niềm tin nhân_dân lực_lượng công_an
24,tôi mong ban chuyên_án sớm hoàn_tất hồ_sơ xử_lý đối tượn đúng quy_định pháp_luật
