idx, sentence
0,ap dẫn lời cảnh_sát biết một quan_chức lực_lượng phòng_vệ nhật_bản sáng 3/6 tìm thấy một bé trai khu_vực diễn_tập quân_sự
1,cậu bé nói tên mình yamato_tanooka ở hokuto hokkaido
2,kyodo tanooka nói cảnh_sát cậu ở khu_vực vài ngày đi một_mình trong rừng
3,cha_mẹ tanooka xác_nhận chính con_trai họ
4,câu bé mất nước một_số vết_thương nhỏ tay chân nguy_hiểm đến tính_mạng
5,gia_đình tamoto_tanooka hôm 28/5 đi leo núi ở khu_vực phía bắc đảo hokkaido
6,cha_mẹ cậu bé ban_đầu báo cảnh_sát con_trai họ biến mất nhà đi dạo trong rừng
7,tuy_nhiên họ buộc thừa_nhận bỏ cậu bé trong rừng phạt tanooka ném đá người đi đường xe ôtô
8,lái xe đi khoảng 500 m họ quay đón con tanooka biến mất
9,hơn 180 nhân_viên cứu_hộ tham_gia tìm_kiếm bé trai bỏ trong khu rừng gấu
10,tanooka tìm thấy ở cách địa_điểm mất_tích khoảng 5 km
