idx, sentence
0,truyền_thông địa_phương yamato tìm thấy một doanh_trại quân_đội thị_trấn shikabe 7 giờ 50 phút giờ_địa_phương ngày 26 cách bố_mẹ bỏ khoảng 65 km
1,tìm thấy cậu bé trong tình_trạng khá tốt bị_thương
2,cậu bé còn tự giới_thiệu tên mình
3,hãng tin nhk nhật biết ăn_uống yamato đưa đến bệnh_viện kiểm_tra sức_khỏe
4,bé yamato_tanooka bố_mẹ bỏ trong một khu rừng đảo hokkaido hôm 285 trừng_phạt ném đá xe người đi đường nhà đi chơi
5,ban_đầu bố_mẹ cậu bé khẳng_định yamato đi lang_thang lạc họ hái loại rau củ núi
6,ông takayuki_tanooka mới thừa_nhận mình vợ dừng xe một con đường núi yêu_cầu con_trai ngoài chịu phạt lái xe đi
7,đi khoảng 1 km ông_bà tanooka đi bộ ngược trở_lại tìm con yamato biến mất
8,ông tanooka khẳng_định ông mới đi khoảng 5 phút
9,trong cuộc phỏng_vấn kênh_truyền_hình asahi ông biết mình dám nói sự_thật nhờ cảnh_sát truy_tìm yamato
10,“ chúng_tôi làm một không_thể tha_thứ con_trai khiến mọi người gặp rắc_rối
11,tôi hy_vọng thằng bé an_toàn ” – ông tanooka trả_lời phóng_viên
