idx, sentence
0,đấu_trường tiếu_lâm phát_sóng 8 tập bình_luận đa_chiều về phần thi đặc_biệt vòng song đấu
1,vòng thí_sinh huấn_luyện_viên hlv mình chăm_chút đột_phá kỳ_vọng
2,bên cạnh lời_khen huấn_luyện_viên thí_sinh vướng chỉ_trích kịch_bản tiểu_phẩm còn hời_hợt mong_đợi
3,đáp ý_kiến trái chiều hlv đức_thịnh chia_sẻ khá thẳng_thắn về đội mình
4,lần hiếm_hoi vị đạo_diễn nức_tiếng ít nói showbiz việt lên_tiếng về một vấn_đề liên_quan đến hoạt_động nghệ_thuật
5,trang cá_nhân đức thịnh viết “ đọc lướt comment khán_giả xem chương_trình thấy khá thắc_mắc liên_quan đến kịch_bản tiểu_phẩm hài ai thí_sinh hay huấn_luyện_viên
6,thật_ra chương_trình qui_định
7,tất_cả dựa bàn_bạc tính_toán chung thí_sinh huấn_luyện_viên ”
8,anh thí_sinh người ý_tưởng nội_dung họ thích nhất hlv nhận thấy ý_tưởng nội_dung thí_sinh đưa tốt thí_sinh phát_triển tập_luyện
9,tốt huấn_luyện_viên bàn_bạc thí_sinh đưa ý_tưởng nội_dung khác
10,thống_nhất thí_sinh tập huấn_luyện_viên chuốt tốt hơn
11,anh thú_thật vòng đấu đội đức_thịnh thi_đấu tốt hoàn_toàn lỗi ở hlv
12,“ họ diễn khoảng 2 phút đầu tôi nhận mình sai
13,nào đến tập tôi chia_sẻ facebook thấy lỗi tôi
14,vòng đấu kịch_bản hay thí_sinh diễn tốt áp_lực tâm_lý
15,tiếc
16,bình_thường ” anh biết
17,đức thịnh đứng diễn hài trong một cuộc thi_hài mang tính cá_nhân đấu_trường tiếu_lâm khác thi nhóm
18,thí_sinh bản_lĩnh đầy năng_lực mới trình_diễn hiệu_quả tập_luyện
19,mọi người hiểu khó
20,huấn_luyện_viên người dìu_dắt
21,trình_diễn một_mình thí_sinh đối_diện tất_cả
22,ông xã thanh_thúy cuộc thi chặng đường dài vòng đấu tệ vòng đấu thăng_hoa
23,“ tính đúng sai
24,tôi tin thí_sinh đi tới vòng cuối_cùng luôn người giỏi lì_lợm nhất ”
25,“ riêng ở đội đức_thịnh nói ở đội khác nhé phần trình_diễn tốt thí_sinh hầu_như lỗi ở huấn_luyện_viên
26,chọn concept sai hứng_thú tiêu_chí vòng đấu hiểu rõ thí_sinh bận quá thiếu chăm_chút
27,tôi muốn xin_lỗi thí_sinh mình sợ mọi người nghĩ mình xạo thôi ” anh tâm_sự
