idx, sentence
0,vụ nổ xảy vào_khoảng 4 giờ hôm_nay 26 km 09 500 ql 12a đoạn bản noong_bua huyện bua_la_pha tỉnh khăm_muộn lào
1,thông_tin đồn biên_phòng cửa_khẩu quốc_tế cha_lo khoảng 6 giờ hôm_nay 26 đồn nhận tin báo vụ tai_nạn nổ xe_khách nghiêm_trọng đất lào nằm cách cửa_khẩu cha_lo khoảng 15 km
2,đồn cử tổ công_tác đi xác_minh phối_hợp cơ_quan_chức_năng lào xử_lý vụ_việc
3,thông_tin ban_đầu xe_khách gặp nạn nhà_xe khánh_đơn tài_xế nguyễn_đức_tú 26 tuổi quê xã nghi_yên nghi_lộc nghệ_an điều_khiển chạy về nghệ_an xe tất_cả 13 người
4,vụ nổ lớn khiến 8 người chết tại_chỗ 3 người bị_thương nặng trong 1 người hôn_mê sâu đưa về tpvinh nghệ_an cấp_cứu
5,tài_xế 1 người nhà_xe bị_thương nhẹ hiện có_mặt đồn công_an lằng_khằng
6,thông_tin người chứng_kiến hiện_trường hay xe gỗ khúc
7,xác_pháo vương_vãi xe xung_quanh hiện_trường
8,cơ_quan_chức_năng nhận_định nguyên_nhân ban_đầu gây nổ pháo
9,hiện cơ_quan_chức_năng tiếp_tục điều_tra nguồn_gốc số_lượng gỗ pháo xe biết lực nổ
10,khu_vực xảy tai_nạn thảm_khốc sóng di_động liên_lạc lấy thông_tin khó_khăn
11,thông_tin huyện nghi_lộc nghệ_an hay 3 người chết ở xã nghi_kiều gồm 2 nam 1 nữ
