idx, sentence
0,vụ 19 triệu đồng tiền nước diễn_biến mới
1,chủ_tịch hđqt đơn_vị cấp_nước nói tìm_hiểu rõ về giá nước tăng cao chúng_tôi đưa đồng_hồ nước đi kiểm_định
2,ngày dư_luận xã_hội quan_tâm tới vụ_việc gia_đình ông trần_công_ứng 62 tuổi ở số 10 xóm lẻ triều_khúc tân_triều thanh_trì hà_nội choáng_váng nhận hóa_đơn tiền nước tăng cao bất_thường tới 19125036 đồng số nước sử_dụng 1029 m3 gia_đình 6 người
3,liên_quan tới vụ_việc chiều ngày 18/5 trao_đổi pv ông triệu_đình_nhã – chủ_tịch hđqt – giám_đốc hợp_tác_xã dvsx_nông_nghiệp thôn triều_khúc xã tân_triều thanh_trì hà_nội biết “ chúng_tôi nhận thông_tin gia_đình phản_ánh chiều ngày 18/5 chúng_tôi làm_việc phía gia_đình ông trần_công_ứng về vấn_đề
4,tìm_hiểu rõ về giá điện nước tăng cao chúng_tôi đưa đồng_hồ nước đi kiểm_định thông_tin ”
5,trong chiều ngày trao_đổi chúng_tôi ông nguyễn_hữu_vỵ chủ_tịch xã tân_triều ubnd xã thấy ai báo_cáo về vụ_việc
6,thông_tin cung_cấp nước_sạch người dân htx bán doanh_nghiệp tư_nhân kinh_doanh_thu lợi_nhuận ông vỵ hay “ htx doanh_nghiệp tư_nhân kinh_doanh nó chủ_trương htx nông_nghiệp chuyển_đổi tên gọi luật còn trước_kia tập_thể
7,vị chủ_tịch xã thông_tin thêm “ về tiền nước nhà ông ứng tăng cao bất_thường chúng_tôi làm_việc hợp_tác_xã tìm_hiểu xem nguyên_nhân hướng giải_quyết hợp_tác_xã thế_nào
8,tôi đồng_hồ hoặc hệ_thống nước chúng_tôi xác_định nguyên_nhân đưa đồng_hồ đi kiểm_định ”
9,gia_đình ông trần_công_ứng 62 tuổi ở số 10 xóm lẻ triều_khúc tân_triều thanh_trì hà_nội choáng_váng nhận hóa_đơn tiền nước tới 19125036 đồng số nước sử_dụng 1029 m3 gia_đình 6 người
10,tháng hóa_đơn tiền điện gia_đình ông chi_trả dao_động 200000 – 300000 đồng 6 người 4 người_lớn 2 trẻ nhỏ sử_dụng
11,tuy_nhiên cuối tháng 4 vừa_qua gia_đình ông ứng thực_sự sốc nhân_viên thu tiền nước thông_báo sử_dụng hết 1029 m3 nước số tiền đến 19125036 đồng
12,ông ứng biết tháng 4 gia_đình ông sinh_hoạt tháng hóa_đơn tiền nước tăng gấp 100 lần
13,tới nay 2 lần tiền nước gia_đình ông tăng cao hơn bình_thường khoảng 800000 1 triệu đồng
14,2 lần phao nước tự_động trong bể hỏng nước tràn
