idx, sentence
0,trả_lời pv báo người đưa_tin ông triệu_đình_nhã chủ_tịch hđqt giám_đốc hợp_tác_xã dvsx_nông_nghiệp thôn triều_khúc xã tân_triều thanh_trì hà_nội biết nhận thông_tin gia_đình ông trần_công_ứng 62 tuổi ở số 10 xóm lẻ triều_khúc tân_triều thanh_trì phản_ánh về hóa_đơn tiền điện gần 20 triệu đồng
1,ông nhã chiều ngày 18/5 đơn_vị làm_việc gia_đình ông trần_công_ứng về vấn_đề
2,ông nhã biết đưa đồng_hồ nước đi kiểm_định tìm_hiểu rõ về giá điện nước tăng cao
3,trong ông nguyễn_hữu_vỵ chủ_tịch xã tân_triều hay “ về tiền nước nhà ông ứng tăng cao bất_thường chúng_tôi làm_việc hợp_tác_xã tìm_hiểu xem nguyên_nhân hướng giải_quyết hợp_tác_xã thế_nào
4,tôi đồng_hồ hoặc hệ_thống nước chúng_tôi xác_định nguyên_nhân đưa đồng_hồ đi kiểm_định ”
5,gia_đình ông trần_công_ứng xóm lẻ thôn triều_khúc xã tân_triều thanh_trì hn biết hóa_đơn tiền nước sinh_hoạt gia_đình trong tháng 4/2016 tới gần 20 triệu đồng ứng 1029 m3 nước
6,trong gia_đình ông ứng gồm 6 người 4 người_lớn 2 trẻ nhỏ hàng tháng sử_dụng khoảng 200000 280000 tiền nước / tháng
7,bất_ngờ hóa_đơn tiền nước cao bất_thường ông ứng phản_ánh hợp_tác_xã dịch_vụ sản_xuất nông_nghiệp triều_khúc đơn_vị quản_lý điện nước xã tân_triều
8,tuy_nhiên cán_bộ ở khẳng_định nhân_viên chốt số ghi đúng số nước gia_đình ông ứng dùng
9,yêu_cầu ngày 24/5 gia_đình đóng tiền nước cắt nước
