idx, sentence
0,ngày gia_đình ông trần_công_ứng 62 tuổi ở số 10 xóm lẻ triều_khúc tân_triều thanh_trì hà_nội hết bàng_hoàng choáng_váng bức_xúc nhận hóa_đơn tiền nước tăng cao bất_thường tới 19125036 đồng số nước sử_dụng 1029 m3 gia_đình 6 người
1,sáng ngày 20/5 chia_sẻ pv báo người đưa_tin ông trần_công_ứng biết “ vụ_việc làm ảnh_hưởng tới sinh_hoạt gia_đình tôi
2,ngày làm_việc htx_dvsx_nông_nghiệp_triều_khúc sáng nay phía htx xuống gia_đình tôi lấy đồng_hồ nước đi kiểm_định biết kết_quả thế_nào ”
3,liên_quan tới vụ_việc trao_đổi pv báo người đưa tin ông nguyễn_hữu_vỵ chủ_tịch xã tân_triều biết “ ubnd xã nhận đơn thư hay phản_ánh phía gia_đình ông trần_công_ứng về hóa_đơn tiền nước 19 triệu
4,vụ_việc xảy địa_bàn xã quản_lý chúng_tôi mời htx_dvsx_nông_nghiệp_triều_khúc làm_việc giải_trình về vấn_đề
5,ubnd xã yêu_cầu htx phép dừng cấp nước_sạch gia_đình ông ứng đồng_thời htx tìm_hiểu nguyên_nhân sao giá tiền nước tăng cao như_thế ”
6,“ chúng_tôi mới biết nội_dung cuộc họp_báo htx ngày 19/5 chúng_tôi yêu_cầu htx phối_hợp cơ_quan báo_chí thông_tin_đại_chúng giải_quyết vụ_việc tốt tránh hiểu nhầm ” ông nguyễn_hữu_vỵ nói
7,trong buổi sáng ngày 20/5 trao_đổi chúng_tôi ông chử_minh_quân – chánh_văn_phòng ubnd huyện thanh_trì hà_nội biết “ chúng_tôi triển_khai tìm_hiểu thông_tin ubnd xã tân_triều kênh khác nhau làm rõ nguyên_nhân
8,chúng_tôi nhận báo_cáo ubnd xã tân_triều về
9,gia_đình ông trần_công_ứng 62 tuổi ở số 10 xóm lẻ triều_khúc tân_triều thanh_trì hà_nội choáng_váng nhận hóa_đơn tiền nước tới 19125036 đồng số nước sử_dụng 1029 m3 gia_đình 6 người
10,tháng hóa_đơn tiền điện gia_đình ông chi_trả dao_động 200000 – 300000 đồng 6 người 4 người_lớn 2 trẻ nhỏ sử_dụng
11,tuy_nhiên cuối tháng 4 vừa_qua gia_đình ông ứng thực_sự sốc nhân_viên thu tiền nước thông_báo sử_dụng hết 1029 m3 nước số tiền đến 19125036 đồng
12,ông ứng biết tháng 4 gia_đình ông sinh_hoạt tháng hóa_đơn tiền nước tăng gấp 100 lần
13,tới nay 2 lần tiền nước gia_đình ông tăng cao hơn bình_thường khoảng 800000 1 triệu đồng
14,2 lần phao nước tự_động trong bể hỏng nước tràn
15,lần ông ứng kiểm_tra đường_ống tất_cả hoạt_động ổn_định
16,ông ứng gửi kiến_nghị hợp_tác_xã dịch_vụ sản_xuất nông_nghiệp họ số_liệu đúng
17,gia_đình ông ứng cắt nước ngày 24/5 đóng tiền nước
