idx, sentence
0,messi ông jorge cha_đẻ ngôi_sao người người quản_lý_tài_chính messi bị_cáo_buộc lừa chính_phủ tây ban_nha trốn_thuế hơn 4 triệu euro hay 45 triệu usd trong thời_gian năm 2007 2009
1,nhà_chức_trách cáo_buộc hai người sử_dụng thiên_đường thuế ở belize uruguay che_giấu thu_nhập bản_quyền hình_ảnh
2,cơ_quan_thuế tây ban_nha đòi phạt nặng kết_án tù
3,messi cha_đẻ phủ_nhận bất_kỳ hành_vi sai_trái nào
4,phiên tòa dự_kiến diễn trong ba ngày messi xuất_hiện tòa_án hôm thứ_năm
5,đọc hợp_đồng
6,thu_nhập liên_quan đến quyền hình_ảnh messi bao_gồm hợp_đồng banco_sabadell danone adidas pepsicola procter gamble kuwait_food_company
7,luật_sư messi lập_luận ngôi_sao bóng_đá bao_giờ dành một phút nào trong đời đọc nghiên_cứu hoặc phân_tích hợp_đồng
8,tòa_án tối_cao ở barcelona phán_quyết hồi tháng 6/2015 messi miễn_tố lý_do biết xảy tài_chính mình vấn_đề cha_đẻ quản_lý một phần
9,tháng 8/2013 messi cha_đẻ trả 5 triệu euro hay 56 triệu usd gọi khoản tự_nguyện thanh_toán sửa_sai bằng mức thuế bị_cáo_buộc lẽ_ra họ đóng nộp cộng thêm lãi_suất
10,messi cầu_thủ 5 lần sở_hữu_danh_hiệu ‘ cầu_thủ xuất_sắc nhất thế_giới trong năm ’
