idx, sentence
0,hôm_nay 31/5 siêu_sao lionel_messi có_mặt tòa_án ở barcelona tham_dự phiên_tòa cáo_buộc anh cha mình ông jorge_messi trốn_thuế số tiền tới 41 triệu euro diễn năm 2007 đến 2009
1,thông_tin đa_chiều về leo tội hay
2,mới_đây tờ el_periodico xứ catalan tiết_lộ thêm “ thâm_cung bí sử ” về vụ_án m10
3,ngôi_sao thi_đấu barca khai thẩm_phán hồi năm 2013 anh hoàn_toàn biết về nội_dung hợp_đồng bố mình ông jorge_messi đưa
4,“ tôi hoàn_toàn tin_tưởng bố mình
5,ông ấy điều_hành mọi công_việc kinh_doanh tài_chính tôi
6,ông ấy nói tôi làm như_vậy ”
7,“ tôi người kí mọi thứ cuối_cùng tôi bao_giờ đọc chúng
8,tôi hề biết nội_dung mình kí ”
9,thẩm_phán hỏi tại_sao dễ_dàng kí bản hợp_đồng như_vậy hề đọc messi giải_thích đơn_giản “ cách làm_việc tôi ”
10,thông_tin ở đúng sự_thật khả_năng lionel_messi thoát tội bố anh bóc lịch mức án nặng nhất 22 tháng
11,leo xác_định tội khả_năng anh ngồi_tù cao tiền_án tiền_sự sẵn_sàng nộp khoản tiền thiếu trả đủ khoản tiền hơn 4 triệu euro kể nộp một khoản tiền phạt tự răn_đe bản_thân vô_tình quên quy_định luật_pháp tây ban_nha
12,điều_kiện đủ thẩm phám kết_tội cầu_thủ 5 lần giành qbv_fifa
13,tuy_nhiên dù xác_định tội hay vụ_việc liên_quan đến thuế messi lời cảnh_tỉnh chính anh ngôi_sao khác
14,họ nắm rõ hơn về luật_pháp trách_nhiệm về mình kí hoàn_toàn ngồi_tù dù vô_tình hay hữu_ý
