idx, sentence
0,trung_tâm nghiên_cứu bóng_đá quốc_tế củathụy_sỹ cies_football_observatory công_bố bản cập_nhật thứ_hạng 100 cầu_thủ bóng_đá giá_trị nhất châu_âu
1,ngôi_vị số 1 thay_đổi đợt công_bố hồi đầu năm thuộc về ngôi_sao lionel_messi barca mức 163 triệu bảng anh
2,đứng ở vị_trí thứ hai trong danh_sách một ngôi_sao khác barca – neymar 155 triệu bảng anh
3,trong cristiano_ronaldo real xếp thứ 3 trong danh_sách 106 triệu bảng thấp hơn giá_trị messi hay neymar
4,đứng vị_trí thứ 4 tiền_đạo antoine_griezmann atletico 93 triệu
5,trong tốp 10 premier_league hai đại_diện góp_mặt tiền_đạo harry_kane tottenham anthony_martial mu
6,đánh_giá cies giá_trị kane 87 triệu bảng đứng thứ 5
7,còn martial đứng giá_trị tới 86 triệu bảng
8,bất_ngờ nhất kane martial xếp tiền_đạo luis_suarez barca
9,“ vua phá_lưới ” la_liga mùa vừa_qua giá_trị 81 triệu bảng xếp thứ 7
10,ba vị_trí còn trong tốp 10 lần_lượt thuộc về tiền_đạo paulo_dybala juventus 80 triệu bảng sergio_aguero man_city 75 triệu bảng tiền_vệ paul_pogba juventus 70 triệu bảng
11,gareth bale xếp vị_trí thứ 11 giá_trị 62 triệu bảng
12,lần công_bố hồi tháng 1 bale tăng tới 6 bậc
13,một điểm đáng chú_ý đội_trưởng mu đội_tuyển anh wayne_rooney tiếp_tục tên trong danh_sách 100 cầu_thủ giá_trị nhất châu_âu
14,cies football_observatory một tổ_chức nghiên_cứu liên_kết đại_học neuchatel thụy_sỹ quy_tụ đội_ngũ nhân_viên khá đông_đảo chuyên nghiên_cứu về bóng_đá đặc_biệt lĩnh_vực giá_trị chuyển_nhượng
