idx, sentence
0,đối_tượng bắt trần_văn_trường 22 tuổi ngụ khóm 8 phường 5 thành_phố bạc_liêu
1,trường dùng mã_tấu chém ông nguyễn_hồng_quân 52 tuổi chủ_tịch hội nông_dân thành_phố bạc_liêu ngụ khóm 8 phường 5 thành_phố bạc_liêu rạng sáng 1/6
2,hồ_sơ điều_tra ban_đầu cơ_quan công_an khoảng 4 h30 ngày 1/6 ông nguyễn_hồng_quân nhà đi tập_thể_dục buổi sáng gặp trần_văn_trường ngồi khu_vực cầu tôn_đức_thắng khóm 10 phường 1
3,ông quân thấy người xóm hỏi_thăm “ đi đâu người dính đầy bùn đất ”
4,trường trả_lời ông quân tiếp_tục đi tập_thể_dục
5,trường về nhà lấy mã_tấu giấu người quay cầu tôn_đức_thắng ngồi chờ ông quân
6,thấy ông quân đường đi tập_thể_dục về trường liền khống_chế ông quân rút mã_tấu chém chục nhát người làm ông quân bất_tỉnh tại_chỗ
7,trường nhanh chân chạy trốn ông quân người dân đưa bệnh_viện cấp_cứu
8,nhận tin báo công_an thành_phố bạc_liêu huy_động lực_lượng vây_bắt trường đối_tượng lẩn trốn nhà sáng ngày
9,hiện sức_khỏe ông quân tạm_thời cơn nguy_kịch
