idx, sentence
0,vnexpress hôm 26/5 reuters dẫn lời chuẩn_đô_đốc colin_kilrain biết chỉ_huy lực_lượng tác_chiến đặc_biệt mỹ ở châu_á thái_bình_dương biết lực_lượng đặc_nhiệm mỹ sẵn_sàng bắt_đầu hợp_tác đặc_công việt_nam chính_phủ hai nước quyết_định làm như_vậy
1,một bước đi quan_trọng trong quan_hệ giữa quân_đội hai nước chuyến thăm việt_nam tổng_thống mỹ barack_obama
2,ông kilrain đồng_thời khẳng_định mong_muốn tăng_cường quan_hệ đặc_công việt_nam trong khuôn_khổ chính_phủ hai nước lựa_chọn
3,chúng_tôi cảm_thấy khích_lệ chuyến thăm đầy tích_cực tổng_thống obama tới việt_nam
4,chúng_tôi muốn trở_về thông_báo cấp chỉ_huy chúng_tôi sẵn_sàng thực_hiện bước_đi tiếp_theo ông kilrain khẳng_định
5,chuẩn đô_đốc mỹ nhấn_mạnh bắt_đầu mối quan_hệ quân_sự nước khác lực_lượng đặc_nhiệm tinh_nhuệ mỹ seal hải_quân delta_force lục_quân lựa_chọn tốt nhất
6,ông kilrain từ_chối cung_cấp thông_tin chi_tiết về bước hợp_tác quân_sự việt_nam nói quá_trình thường bắt_đầu từ_từ hội_thảo chia_sẻ thông_tin về cách_thức tổ_chức quân_đội hai nước vấn_đề liên_quan
7,hành_động nhẹ_nhàng nhất_thiết hoạt_động huấn_luyện kiểu quân_sự điển_hình ông nói
8,vov đưa tin việt_nam cử lực_lượng thực_binh hải_quân đặc_công quân_đội nhân_dân việt_nam tham_gia diễn_tập trong khuôn_khổ hợp_tác admm
9,sáng hôm 26/4 quân_cảng cam_ranh khánh_hòa đoàn công_tác cơ_quan bộ_tư_lệnh hải_quân tiến_hành kiểm_tra công_tác chuẩn_bị tàu 381 lữ_đoàn 162 vùng 4 hải_quân tham_gia diễn_tập admm về an_ninh hàng_hải chống khủng_bố brunei singapore diễn_tập admm ms / ct 2016
