idx, sentence
0,đồng_chí phạm_minh_chính ủy_viên bộ chính_trị bí_thư tư_đảng trưởng_ban tổ_chức tư trưởng_ban_chỉ_đạo_giải “ búa_liềm vàng ” chủ_trì họp_báo
1,dự họp_báo đại_diện lãnh_đạo ban tuyên_giáo tư hội nhà_báo việt_nam bộ thông_tin truyền_thông lãnh_đạo 79 cơ_quan báo_chí trung_ương địa_phương
2,giải “ búa_liềm vàng ” giải báo_chí hằng năm ban tổ_chức tư phối_hợp tạp_chí cộng_sản đài_truyền_hình việt_nam tổ_chức trao_tặng tác_phẩm báo_chí xuất_sắc về xây_dựng đảng
3,lễ trao giải hằng năm tổ_chức dịp kỷ_niệm ngày thành_lập đảng 32
4,đối_tượng tham_dự giải “ búa_liềm vàng ” tác_giả nhà_báo chuyên_nghiệp chuyên công_dân việt_nam tác_phẩm báo_chí đăng phát_hành phương_tiện_thông_tin_đại_chúng cơ_quan nhà_nước thẩm_quyền cấp phép thuộc loại_hình báo in phát_thanh truyền_hình báo_điện_tử ảnh báo_chí
5,giải trao cơ_quan báo_chí tổ_chức tốt tham_gia đạt kết_quả tuyên_truyền về xây_dựng đảng tác_giả tác_phẩm đoạt giải
6,cơ_cấu giải hằng năm gồm ba giải a giải 50 triệu đồng bảy giải b giải 35 triệu đồng 12 giải c giải 25 triệu đồng 25 giải khuyến_khích giải 10 triệu đồng trao tác_giả tác_phẩm 10 giải đồng_hạng xuất_sắc giải 15 triệu đồng trao cơ_quan báo_chí tiêu_biểu phát_biểu ý_kiến họp_báo đồng_chí phạm_minh_chính nêu bật vị_trí vai_trò then_chốt công_tác xây_dựng đảng đồng_thời khẳng_định nền báo_chí cách_mạng nước_nhà đóng_góp to_lớn phong_phú công_tác xây_dựng đảng
7,đồng_chí đề_nghị cấp_ủy cấp lãnh_đạo cơ_quan báo_chí chức_năng nhiệm_vụ mình nghiên_cứu xây_dựng chương_trình tổ_chức tuyên_truyền đồng_bộ thống_nhất phong_phú sinh_động về đảng công_tác xây_dựng đảng đa_dạng sâu_sắc kịp_thời hấp_dẫn hiệu_quả
8,tập_trung trí_tuệ công_sức nghiên_cứu tuyên_truyền vận_động thuyết_phục vấn_đề mới khó giải_quyết vấn_đề nảy_sinh thực_tiễn xây_dựng đảng trong_sạch vững_mạnh năm 2016 năm đầu_tiên phát_động giải “ búa_liềm vàng ” đối_tượng xét trao giải tác_phẩm đăng phát kể ngày công_bố phát_động giải 195 đến ngày 31102016
9,năm 2017 trở đi giải lựa_chọn tác_phẩm đăng phát ngày 111 năm đến 3110 năm
