idx, sentence
0,dự chủ_trì họp_báo đồng_chí phạm_minh_chính ủy_viên bộ chính_trị bí_thư trung_ương đảng trưởng_ban tổ_chức trung_ương trưởng_ban_chỉ_đạo_giải báo_chí toàn_quốc về xây_dựng đảng ủy_viên trung_ương đảng bộ_trưởng bộ thông_tin truyền_thông trương_minh_tuấn lãnh_đạo ban tuyên_giáo trung_ương ban tổ_chức trung_ương hội nhà_báo việt_nam đài_truyền_hình việt_nam tạp_chí cộng_sản tạp_chí xây_dựng đảng …
1,giải báo_chí toàn_quốc về xây_dựng đảng tên gọi giải búa_liềm vàng giải báo_chí hàng năm ban tổ_chức trung_ương phối_hợp tạp_chí cộng_sản đài_truyền_hình việt_nam tổ_chức trao_tặng tác_phẩm báo_chí xuất_sắc viết sáng_tác về xây_dựng đảng mặt chính_trị tư_tưởng tổ_chức đạo_đức thuộc lĩnh_vực công_tác tổ_chức tuyên_giáo kiểm_tra dân_vận đối_ngoại phòng_chống tham_nhũng … đăng phát phương_tiện_thông_tin_đại_chúng
2,giải búa_liềm vàng tổ_chức nhằm khuyến_khích động_viên tạo động_lực thúc_đẩy ngày_càng tác_phẩm báo_chí xuất_sắc về xây_dựng đảng góp_phần xây_dựng đảng trong_sạch vững_mạnh ngăn_chặn đẩy_lùi suy_thoái về tư_tưởng chính_trị đạo_đức lối sống xây_dựng tổ_chức bộ_máy toàn hệ_thống chính_trị tinh_gọn hoạt_động hiệu_lực hiệu_quả tập_trung xây_dựng đội_ngũ cán_bộ nhất_là đội_ngũ cán_bộ cấp chiến_lược đủ năng_lực phẩm_chất uy_tín ngang tầm nhiệm_vụ tiếp_tục đổi_mới phương_thức lãnh_đạo nâng cao năng_lực cầm_quyền đảng chất_lượng hoạt_động hệ_thống chính_trị
3,khẳng_định vị_trí vai_trò tầm quan_trọng công_tác xây_dựng đảng tạo quan_tâm cán_bộ đảng_viên trong hệ_thống chính_trị toàn xã_hội đối_với công_tác xây_dựng đảng
4,giải công_bố phát_động nhân kỷ_niệm 126 năm ngày_sinh chủ_tịch hồ_chí_minh 19/5/2016 tổ_chức lễ trao giải nhân_dịp kỷ_niệm ngày thành_lập đảng 3/2
5,dấu mốc ý_nghĩa sâu_sắc đối_với công_tác tư_tưởng tuyên_truyền vận_động thuyết_phục toàn đảng toàn dân toàn_thể nền báo_chí nước_nhà trong thực_hiện trọng_trách mình góp_phần thực_hiện mục_tiêu dân giàu nước mạnh dân_chủ công_bằng văn_minh
6,phát_biểu buổi họp_báo đồng_chí phạm_minh chính_đề_nghị cơ_sở quyết_sách đại_hội toàn_quốc lần thứ xii đảng về xây_dựng đảng về đổi_mới công_tác tư_tưởng lý_luận cấp_uỷ cấp lãnh_đạo ban biên_tập cơ_quan báo_chí chức_năng nhiệm_vụ mình nghiên_cứu xây_dựng chương_trình tổ_chức tuyên_truyền đồng_bộ thống_nhất phong_phú sinh_động về đảng công_tác xây_dựng đảng đa_dạng sâu_sắc kịp_thời hấp_dẫn hiệu_quả
7,cấp_uỷ tổ_chức đảng trung_ương tới cơ_sở đảng_viên cơ_quan lãnh_đạo cơ_quan tham_mưu đảng thành_viên hệ_thống chính_trị cơ_quan quản_lý nhà_nước doanh_nghiệp ở thành_phần kinh_tế tổ_chức kinh_tế xã_hội địa_bàn lĩnh_vực hoạt_động chủ_động tích_cực nghiên_cứu tổng_kết thực_tiễn công_việc mình phối_hợp chặt_chẽ cụ_thể báo_chí giúp_đỡ cơ_quan báo_chí đội_ngũ người làm báo nghiên_cứu tác_nghiệp thông_tin tuyên_truyền về công_tác xây_dựng đảng
8,đề_nghị đồng_bào ta dù ở trong nước hay ở nước_ngoài miền xuôi tới miền ngược đồng_bằng đến vùng_sâu vùng_xa biên_giới hải_đảo hăng_hái tham_gia xây_dựng đảng giúp_đỡ tạo điều_kiện tốt nhất cơ_quan báo_chí nhà_báo tác_nghiệp
9,đối_tượng tham_dự giải công_dân việt_nam nhà_báo chuyên_nghiệp chuyên tác_phẩm báo_chí đăng phát phương_tiện_thông_tin_đại_chúng cơ_quan nhà_nước thẩm_quyền cấp phép thuộc loại_hình báo in phát_thanh truyền_hình báo_điện_tử ảnh báo_chí
10,giải trao cơ_quan báo_chí tổ_chức tốt phát_động động_viên phóng_viên biên_tập_viên tham_dự đạt kết_quả tuyên_truyền về xây_dựng đảng tác_giả tác_phẩm đoạt giải … năm 2016 đối_tượng xét trao giải tác_phẩm đăng phát kể ngày công_bố phát_động giải 19/5 đến ngày 31/10/2016
11,năm 2017 trở đi giải lựa_chọn tác_phẩm đăng phát ngày 1/11 năm đến 31/10 năm
12,tác_phẩm báo_chí gửi tham_dự giải quy_định hội_đồng chấm giải gồm ban_sơ_khảo ban chung_khảo xem_xét đánh_giá chọn tác_phẩm báo_chí xuất_sắc đáp_ứng đầy_đủ tiêu_chí quy_định trong thể_lệ giải báo_chí toàn_quốc về xây_dựng đảng xét trao giải
13,ban tổ_chức trao 3 giải a 7 giải b 12 giải c 25 giải khuyến_khích tác_giả tác_phẩm 10 giải đồng_hạng xuất_sắc cơ_quan báo_chí tiêu_biểu
14,địa_chỉ nhận tác_phẩm dự giải búa_liềm vàng tạp_chí xây_dựng đảng số 69 phan_đình_phùng ba_đình hà_nội
