idx, sentence
0,bí_thư thăng nêu nghịch_lý sinh_viên trường thiếu việc_làm trong công_viên phần_mềm thiếu nhân_lực trầm_trọng
1,bí_thư thành_uỷ điểm mấu_chốt quang_trung thiếu liên_kết giữa nhà_trường công_viên phần_mềm doanh_nghiệp
2,“ singapore một_chút sao ” ông lâm nguyễn_hải_long giám_đốc công_viên phần_mềm quang_trung hiện đứng thứ 3 đông_nam_á nghĩa thua philippines về quy_mô thua malaysia về chuỗi khu phần_mềm “ đứng singapore về lượng chất_xám ”
3,nghe bí_thư thăng_bình_luận “ singapore một_chút sao ”
4,trả_lời chất_vấn bí_thư thành_uỷ ông lâm nguyễn_hải_long giám_đốc công_viên phần_mềm quang_trung biết năm nay ngành công_nghệ_thông_tin còn ngành hấp_dẫn đối_với sinh_viên
5,nguyên_nhân khiến công_ty phần_mềm tuyển đủ nhu_cầu
6,phản_bác ý_kiến bí_thư thăng “ hot anh trả lương thấp ”
7,thông_tin một kỹ_sư phần_mềm kinh_nghiệm 3 năm mức lương 810 triệu bí_thư thăng bức_xúc “ lương 810 triệu làm phần_mềm sao sống bằng công_nhân may
8,người_ta ở nhà mình ăn cơm nhà nấu đi xe_máy đi làm ở nhà_trọ đủ sống ”
9,một lý_do bí_thư thành_uỷ khẳng_định “ cơ_chế phối_hợp tốt
10,người_ta nói 2 người nhật làm tốt hơn 2 người việt chúng_ta phối_hợp tốt
11,chúng_ta làm_việc cua chậu còn nào bò con khác kéo xuống
12,ông nào giỏi hợp_tác tốt ” ông thăng nói
13,bí_thư thành_uỷ giải_quyết vấn_đề nguồn nhân_lực khu phần_mềm đưa chính người mình nhà_trường đào_tạo đồng_thời chủ_động đặt_hàng nhà_trường kiến_thức mình chờ_đợi
14,nhà_nước mới thụ_động thế ông long biết đầu_tư hạ_tầng công_nghệ hoàn_chỉnh cơ_chế xin vốn chạy “ lòng_vòng ” khắp sởngành
15,bí_thư thăng biết bí_thư thành_uỷ người đứng đầu thành_phố nghe phía công_viên phần_mềm giới_thiệu ứng_dụng
16,“ vướng anh trình_bày chỗ gõ_cửa gõ anh đi đâu ”
17,bí_thư thăng phê “ anh nhà_nước mới thụ_động như_thế
18,anh coi mình tư_nhân chắc_chắn cách tiếp_cận khác
19,bởi_vì tp hcm một thị_trường lớn tp triển_khai chính_quyền điện_tử áp_dụng công_nghệ_thông_tin trong y_tế giao_thông đô_thị chống tội_phạm ”
20,bí_thư thành_uỷ đề_nghị công_viên phần_mềm quang_trung chủ_động phối_hợp doanh_nghiệp nhà_trường đào_tạo cung_ứng đủ nguồn nhân_lực
21,bí_thư thăng chia_sẻ nỗi lo về thị_trường lao_động trường tham_gia hiệp_định tpp
22,“ hiện_nay lao_động việt_nam bật bãi hội_nhập
23,chúng_ta thua philippines lao_động họ giỏi chuyên_môn biết nói tiếng anh
24,hội_nhập không_thể nói tiếng việt ” ông thăng nói
25,sáng ngày bí_thư đinh_la_thăng đi thị_sát tiến_độ công_trình metro số 1 bến_thành – suối_tiên
26,công_trường ga nhà_hát lớn tp ông hoàng_như_cương phó_trưởng bql đường_sắt đô_thị tp hcm báo_cáo tiến_độ toàn tuyến metro số 1 hoàn_thành 50 gói thầu ga bến_thành triển_khai
27,một_số tuyến metro còn gặp khó_khăn đặc_biệt về vốn thực_hiện
