idx, sentence
0,ông lâm nguyễn_hải_long giám_đốc qtsc biết khu_vực đông_nam_á qtsc xếp ở top 4 đứng đứng philippines malaysia singapore
1,tổng doanh_số một năm 220 triệu usd trong xuất_khẩu 140 triệu usd
2,ông long biết năm gần nhân_lực ngành công_nghệ_thông_tin thiếu_hụt lượng sinh_viên đào_tạo trường thấp
3,lương trung_bình kỹ_sư 3 năm kinh_nghiệm công_viên khoảng 810 triệu đồng tháng
4,nghe đến bí_thư thăng lắc_đầu thu_nhập như_thế nhỉnh hơn công_nhân tăng ca kỹ_sư phần_mềm đời_sống đòi_hỏi chi_phí cao hơn
5,nói nhà đi thuê chắc_chắn đủ sống
6,nghe ông long nói lương mình tháng khoảng 24 triệu đồng bí_thư đinh_la_thăng hài_lòng
7,lương giám_đốc một công_ty quản_lý công_viên phần_mềm kiểu_mẫu nước đứng top đầu khu_vực chừng sao
8,lương cậu 10 lần thế mới xứng_đáng mới động_lực làm_việc
9,muốn thế thúc_đẩy cổ_phần_hóa nhanh ông thăng đề_nghị
10,ông long biết cổ_phần_hóa gặp khó_khăn vướng_mắc về cơ_chế
11,vướng anh trình_bày
12,chỗ gõ_cửa gõ anh đi đâu
13,tôi bí_thư thành_ủy cậu gặp khúc_mắc giờ mới báo_cáo thấy cậu chạy tới kêu bao_giờ đâu ông thăng nói
14,bí_thư thăng hiện thành_phố xây_dựng chính_quyền điện_tử đề_tài kỹ_sư công_nghệ_thông_tin nghiên_cứu phần_mềm ứng_dụng trong ngành giáo_dục quản_lý tội_phạm hồ_sơ_cấp phép xây_dựng ngành y_tế … lãnh_đạo qtsc chủ_động làm_việc đơn_vị đề_xuất thực_hiện dự_án thụ đồng ngồi chờ đặt_hàng nhà_nước
15,trong phối_hợp đào_tạo nguồn nhân_lực qtsc làm_việc trường đại_học đặt_hàng đào_tạo nhu_cầu mình tránh tình_trạng trường đào_tạo sinh_viên kiếm việc_làm
