idx, sentence
0,22 h tối_ngày 2/6 lãnh_đạo huyện krông_pa tỉnh gia_lai xác_nhận biết hiện cơ_quan cảnh_sát điều_tra công_an huyện tiến_hành điều_tra vụ lâm_tặc chống đối lực_lượng kiểm_lâm truy_quét địa_bàn
1,thông_tin ban_đầu tôi nắm thời_điểm cuối ngày hạt kiểm_lâm huyện krông_pa nhận nguồn tin lâm_tặc vận_chuyển gỗ sông krông_năng xã krông_năng huyện krông_pa triển_khai lực_lượng bắt_giữ
2,đụng_độ 3 kiểm_lâm bị_thương 1 lâm_tặc_tử_vong nghi lực_lượng kiểm_lâm bắn trúng lãnh_đạo biết
3,một nguồn tin khác hay thời_điểm xảy sự_việc lực_lượng kiểm_lâm phát_hiện đối_tượng vận_chuyển gỗ liền dùng xuồng giữa sông kiểm_tra
4,xuồng lực_lượng chức_năng áp gần sát kiểm_lâm_viên yêu_cầu hợp_tác số gỗ vận_chuyển phi_pháp nhóm lâm_tặc thủ sẵn hung_khí đe_doạ
5,đối_tượng lâm_tặc thủ sẵn loại mã_tấu rựa dùng lời_nói doạ_dẫm hù_doạ lực_lượng
6,không_những thế đối_tượng còn hung_hãn dùng thuyền chở gỗ tông xuồng kiểm_lâm
7,thời_điểm một kiểm_lâm_viên dùng súng bắn chỉ_thiên phát cảnh_cáo tuy_nhiên đối_tượng chấp_hành mà_còn hung_hãn hơn
8,đối_tượng lâm_tặc dùng hung_khí tấn_công cán_bộ chức_năng khiến một_số người bị_thương
9,thời_điểm kiểm_lâm đinh việt_hồng buộc dùng súng bắn mạn_thuyền lâm_tặc mục_đích thuyền thủng lớp vỏ chìm đạn bay trúng chân nguyễn_sơn_đông trú tỉnh phú_yên
10,thấy đông bị_thương cán_bộ bị_thương hai nhóm rút_lui
11,tối ngày công_an huyện krông_pa nhận tin báo người kiểm_lâm bắn nguyễn_sơn_đông tử_vong đường đưa về tỉnh phú_yên cấp_cứu
