idx, sentence
0,thông_tin ban_đầu chiều ngày 2/6 hạt kiểm_lâm krông_pa nhận tin báo 1 nhóm lâm_tặc phú_yên dùng thuyền sắt men sông krông_năng đoạn xã krông_năng krông_pa vận_chuyển gỗ lậu
1,đơn_vị cử 5 cán_bộ hạt xuống hiện_trường xác_minh vụ_việc gồm anh phạm_văn_duy lê_văn_hóa đoàn_xuân_hồng đinh_việt_hồng trần_kim_vũ
2,đến khoảng 16 h ngày 5 cán_bộ có_mặt hiện_trường
3,thời_điểm 4 đối_tượng lâm_tặc thuyền sắt chở khoảng 45 m3 gỗ căm_xe xuôi về phú_yên
4,ngay_lập_tức 4 cán_bộ kiểm_lâm dùng 1 thuyền nhỏ bám đối_tượng
5,thuyền kiểm_lâm áp sát thuyền lâm_tặc cán_bộ yêu_cầu nhóm đối_tượng thuyền dừng
6,tuy_nhiên đối_tượng không_những nghe dùng dao mã_tấu chém liên_tục về phía kiểm_lâm
7,nhận thấy đối_tượng hung_hãn hành_vi chống_đối nguy_hiểm kiểm_lâm_viên đinh việt_hồng rút súng bắn 5 phát chỉ_thiên
8,mặc kiểm_lâm_viên bắn súng thị_uy đối_tượng lâm_tặc tiếp_tục chống_trả lái thuyền đâm va thuyền kiểm_lâm dùng gậy đánh tới_tấp về kiểm_lâm_viên phạm_văn_duy lê_văn_hóa
9,thấy kiểm_lâm_viên đinh việt_hồng tiếp_tục dùng súng bắn mạn_thuyền lâm_tặc thuyền chìm đạn bay người đối_tượng nguyễn_sơn_đông
10,bị_thương nhóm lâm_tặc thuyền chạy nhanh về hướng phú_yên
11,còn kiểm_lâm đưa người mình về bệnh_viện huyện krông_pa
12,anh phạm_văn_duy khâu 2 mũi ở tay còn anh lê_văn_hóa_bị xây_xát
13,hạt kiểm_lâm huyện krông_pa biết tối ngày đơn_vị nhận tin báo công_an huyện về đối_tượng nguyễn_sơn_đông tử_vong mất quá máu
