idx, sentence
0,“ vff hlv nguyễn_hữu_thắng trao_đổi nhau thống_nhất đưa đình_luật đội_tuyển việt_nam lần
1,chúng_tôi muốn xây_dựng ’ đội_tuyển sạch ’ cầu_thủ vi_phạm ở vleague tuyển ” lãnh_đạo vff chia_sẻ báo trưa nay 22/5
2,đình luật ban kỷ_luật vff treo_giò ba trận phạt 15 triệu đồng lỗi trong trận đấu giữa quảng_nam bình_dương ngày 18/5
3,nhảy tránh cú bóng phía nguy_hiểm felix trung_vệ_sinh năm 1983 tranh_thủ trả đòn bằng pha đạp chân đối_thủ
4,“ hlv hữu_thắng cân_nhắc khá kỹ trường_hợp đình_luật
5,ngoài pha lỗi ở vleague ông ấy cầu_thủ luống_tuổi thời_gian vừa_qua cày_ải liên_tục ở afc_champions_league vleague thời_gian nghỉ_ngơi
6,cánh cửa trở_lại tuyển lần tập_trung đình_luật rộng_mở
7,tiếp_tục thể_hiện tốt cuối năm cậu ấy triệu_tập đá aff_cup ” lãnh_đạo vff nói thêm
8,lần thứ hai hlv hữu_thắng loại một cầu_thủ ông chọn lỗi ở vleague
9,trong lần tập_trung đá hai trận cuối vòng loại world_cup 2018 – khu_vực châu_á chiến_lược gia người xứ nghệ gạt đi văn_quyết cầu_thủ hành_vi xô ngã trọng_tài lĩnh án treo giò ban kỷ_luật vff
