idx, sentence
0,ngày 23/5 cơ_quan csđt công_an q 2 tphcm biết hiện phối_hợp phòng nghiệp_vụ công_an tphcm làm rõ xác_minh nguyên_nhân dẫn đến chết bà phan_thị_ánh_hương 41 ngụ q 2
1,vài giờ người hành_nghề lượm ve_chai phát_hiện một thi_thể cột trong bao_tải khu đất trống cạnh chung_cư thạnh_mỹ_lợi pthạnh mỹ_lợi q 2 công_an xác_định danh_tính nạn_nhân bà hương
2,phununews đưa tin sáng 23/5 một người lượm ve_chai bên bãi đất trống phát_hiện một bao_tải màu trắng khuất trong bụi cây
3,trong tò_mò người dở té ngửa phát_hiện thi_thể phụ_nữ
4,người lượm ve_chai hốt_hoảng hô_hoán người dân hiếu_kì kéo đến xem
5,vụ_việc nhanh_chóng báo cơ_quan công_an quận 2
6,nhận tin báo lực_lượng công_an q 2 phối_hợp phòng cảnh_sát hình_sự pc45 công_an tphcm viện_kiểm_sát_nhân_dân tphcm đến hiện_trường tiến_hành phong_tỏa triển_khai khám_nghiệm đồng_thời thu_thập lời kể một_số nhân_chứng
7,một_số nhân_chứng hiện_trường biết mở bao_tải nạn_nhân trong tình_trạng trói chân_tay dán miệng dấu_hiệu thi_thể phân hủy
8,đến trưa ngày người_nhà bà hương đến xác_nhận người trong tải bà hương
9,người nhà bà biết trưa ngày 22/5 bà hương nói đi làm móng tay khách tuy_nhiên đến tối ngày gia_đình thấy bà trở về
10,nạn_nhân hành_nghề sơn móng tay dạo đi khỏi nhà đeo một_số nữ_trang người
