idx, sentence
0,ngày 19/5 trung_tâm pháp_y đà_nẵng khoa y_dược đại_học đà_nẵng tổ_chức lễ macchabée tri_ân người hiến thi_hài sự_nghiệp đào_tạo nghiên_cứu y_khoa
1,sinh_viên tự tay kết đài_sen gấp hạc giấy rải hoa_cúc dọc đường đi
2,lần đầu_tiên buổi lễ tổ_chức đà_nẵng góp_mặt lãnh_đạo giảng_viên hơn 300 sinh_viên
3,cống_hiến hy_sinh cô bác anh chị tuy âm_thầm tượng đồng bia đá trong trái_tim thầy_trò chúng_tôi người thầy bất_tử lãnh_đạo khoa y_dược đại_học đà_nẵng đọc văn_tế_tri_ân
4,cuối buổi lễ sinh_viên cầm đài_sen đốt nến trang_nghiêm xếp thành hàng dài rước hương_án đến đặt thi_hài người hiến xác
5,phía bên trong phòng hai thi_hài đặt tràng hoa nến
6,tất_cả thành_kính trong một buổi lễ đặc_biệt ít người biết đến
7,cơ_hội chúng_em tri_ân người hiến xác y_học
8,chính nhờ cống_hiến chúng em mới cơ_hội thực_hành giải_phẫu cơ_thể người học hành_nghề sau_này võ_tùng sinh_viên lớp yk 14 nói
9,đại_diện khoa y_dược đại_học đà_nẵng biết năm tiếp_theo trường tổ_chức tri_ân người hiến xác khoa_học giáo_dục y_đức sinh_viên
10,le macchabée nguồn_gốc phương tây khoảng hồi đầu thế_kỷ xvi
11,tên lễ đặt tên bác_sĩ judas_macchabée người pháp người đồng_nghiệp học_trò lén đào mộ lấy trộm tử_thi mới đem chôn hoặc đưa xác_chết vô_thừa_nhận ngoài đường về bí_mật giấu trong hầm_rượu mổ_xẻ tìm_hiểu quy_luật vận_động nhằm phục_vụ y_khoa
