idx, sentence
0,ngày 19/5 khoa y_dược đh đà_nẵng tổ_chức lễ macchabée tri_ân người hiến xác công_tác giáo_dục y_khoa
1,khoảng 300 sinh_viên khoa y_dược khoác áo blue kết đài_sen gấp hạc giấy rải hoa_cúc dọc đường đi
2,sinh_viên biết tự tay làm đài_sen bằng giấy tỏ lòng tưởng_nhớ biết_ơn người hiến xác bộ_môn giải_phẫu học
3,hoa_cúc_vàng sinh_viên rải dọc lối dẫn nhà đặt thi_hài
4,sinh_viên ngành y_dược rước hương_án đến đặt thi_hài người hiến xác
5,bác_sĩ phan_bảo_khánh phó chủ_tịch hội hình_thể việt_nam cho_biết người hiến xác tên tên tất_cả tri_ân đóng_góp mình
6,lần đầu_tiên ở đà_nẵng lễ macchabée
7,nghi_lễ bắt_nguồn phương tây khoảng đầu thế_kỷ xvi mang tên một bác sỹ người pháp công lớn bộ_môn giải_phẫu học
8,buổi lễ macchabée lần đầu_tiên tổ_chức ở việt_nam khoảng đầu thế_kỷ 20 trường đh y_khoa đầu_tiên thành_lập
9,hiệu_trưởng bác_sĩ alexandre_yersin
10,lễ gián_đoạn trong một thời_gian dài
11,đến năm 1990 mới khôi_phục trở_lại trường đh y_dược tp_hcm
12,sinh_viên đà_nẵng tỏ lòng thành_kính trong nghi_lễ tri_ân người hiến xác
