idx, sentence
0,mạng xã_hội xuất_hiện một đoạn clip dài 1 phút 8 giây ghi cảnh một nhóm thanh_niên la_hét chạy bộ trong một con hẻm nhỏ
1,tiếp nghe một tiếng xoảng lửa bốc một nhóm thanh_niên khác gồm nam lẫn nữ một_số trong cầm mã_tấu la_hét đuổi
2,đoạn clip nhanh_chóng chia_sẻ hơn 840 lần thu_hút hơn 1000 lần like hơn 500 bình_luận nội_dung bức_xúc hoang_mang về vụ_việc
3,thông_tin trang mạng xã_hội clip xảy vào_khoảng 23 g đêm 16 ptam_hòa
4,“ người dân trong khu_phố thình_lình nghe thấy tiếng ồn xe_máy tiếng la_hét người phía ngoài xem thấy toàn lửa lửa phía con hẻm thanh_niên chạy tán_loạn sử_dụng mã_tấu đuổi chém nhau bên
5,nguy_hiểm hơn bọn chúng còn sử_dụng bom xăng ném giữa phố cửa nhà người dân ” trang mạng xã_hội thuật
6,một_số người dân khu_vực biết sự_việc xảy nhanh thời_điểm khoảng 10 thanh_niên một_số cầm dao kiếm hò_hét đe_dọa một_số thanh_niên địa_phương ném bể cửa_kính một hộ dân
7,đặc_biệt một_số thành_viên nhóm ném bom xăng giữa con hẻm khiến lửa bốc ngùn_ngụt rời đi
8,người dân báo lực_lượng chức_năng đến làm_việc
9,trao_đổi về công_an ptam_hòa biết xác_minh ban_đầu một vụ gây_rối hỗn_chiến giải_quyết mâu_thuẫn
