idx, sentence
0,thông_cáo đại_sứ_quán australia việt_nam cho_biết tàu hộ_vệ tên lửa hmas_anzac đến thành_phố hồ_chí_minh ngày 30/5 thủy_thủ đoàn bao_gồm 28 sỹ quan 156 thủy_thủ
1,sỹ quan chỉ_huy tàu thủy_thủ đoàn gặp_gỡ sỹ quan cao_cấp thủy_thủ đoàn hải_quân_nhân_dân việt_nam tham_gia hoạt_động giao_lưu thiện_chí thực_hiện trao_đổi nghiệp_vụ liên_quan đến hoạt_động tàu_chiến
2,thủy_thủ đoàn hmas_anzac hoạt_động giao_hữu thể_thao học_viên trường_trung_cấp kỹ_thuật hải_quân
3,bên_cạnh chuyến thăm thiện_chí cơ_hội thủy_thủ đoàn khám_phá nền văn_hóa giàu bản_sắc con_người việt_nam
4,đại_tá darren_kerr tùy_viên quốc_phòng australia việt_nam biết “ cơ_hội tuyệt_vời củng_cố hơn mối quan_hệ hợp_tác quốc_phòng australia việt_nam
5,mối quan_hệ xây_dựng năm 1999 ngày_càng phát_triển về chất lẫn lượng kể thời_điểm
6,đại_tá kerr nói thêm kể năm 1999 quân_đội australia giúp đào_tạo hơn 1500 quân_nhân quân_đội nhân_dân việt_nam việt_nam australia
7,hiện_tại australia hỗ_trợ quân_đội nhân_dân việt_nam trong công_tác chuẩn_bị nhiệm_vụ gìn_giữ hòa_bình liên_hợp_quốc
8,tôi biết thủy_thủ đoàn tàu hmas_anzac mong_chờ chuyến thăm tới thành_phố hồ_chí_minh lần một điểm nhấn trong hải_trình lần tàu ” đại_tá kerr hay
9,trong đại_sứ australia_hugh_borrowman đặc_biệt nhấn_mạnh tới thuyền_trưởng tàu lần nữ trung_tá hải_quân belinda_wood một trong số ngày_càng phụ_nữ nắm vị_trí lãnh_đạo trong hải_quân hoàng_gia_australia
10,tàu hmas_anzac tàu hộ_vệ tên lửa thuộc lớp anzac chức_năng phòng chống tàu_ngầm năng_lực chống tàu mặt_nước giám_sát ngăn_chặn trinh_sát
11,nặng 3600 tấn dài 118 mét tàu hmas_anzac trang_bị tên lửa phòng evolved_sea_sparrow môđun tên lửa chống hạm harpoon_block 2 pháo tự_động mk 45 127 mm 6 ống_phóng lội mk32
