idx, sentence
0,nữ diễn_viên emila_clarke chia_sẻ the_sun cô gặp vấn_đề thoát y trong series game of_thrones
1,mọi thứ tôi một cốc rượu
2,êkíp đánh sáng cảnh xong_xuôi tôi sẵn_sàng hình ngôi_sao nói
3,emilia clarke nữ diễn_viên đóng cảnh nude ở loạt phim dài 18
4,ở tập bốn phần sáu cô một phân_đoạn gây_sốt người hâm_mộ
5,cô phô_bày cơ_thể phần đầu phim phát_sóng năm 2010
6,mẹ rồng daenerys_targaryen còn khẳng_định bản_thân cô tự_hào dùng diễn_viên đóng thế một_số cảnh
7,cảnh khỏa_thân tôi đóng lý_do
8,trong cảnh mới nhất ở tập bốn phần 6 nhân_vật tôi làm cô ấy hủy_diệt nhóm kẻ_thù đánh_giá thấp cô
9,hình_ảnh mẹ rồng trong biển lửa giúp cô ấy thành hình_mẫu uy_quyền nữ diễn_viên nói
10,tuy ngại đóng emilia ngượng_ngùng xem phim bố_mẹ ở nhà
11,mặc_dù đóng cảnh gợi_cảm trong game of_thrones emilia_clarke muốn bản_thân biết đến nhờ tài_năng diễn_xuất hơn phô_bày cơ_thể
12,hồi 2014 cô từ_chối vai nữ_sinh thích mạo_hiểm tình_dục ana_steele trong phim 50 sắc_thái chuyển_thể tiểu_thuyết ăn_khách
13,emilia clarke một trong số diễn_viên mời đóng phim điện_ảnh nổi_tiếng series 18 ăn_khách toàn_cầu kit_harrington người vai tướng_quân jon_snow tài_tử peter_dinklage đóng vai vua lùn tyrion_lannister mới nhất nữ diễn_viên sinh năm 1996 sophie_turner đóng vai sansa_stark
