idx, sentence
0,trong bài phỏng_vấn đài_cnn mỹ hôm 19/5 bà hillary_clinton nói “ tôi trở_thành ứng_viên đại_diện đảng tôi đảng dân_chủ
1,thực_tế xong
2,không_thể_nào khác ”
3,bà clinton khẳng_định cuộc đua giữa bà ông sanders gần đi đến hồi kết cựu ngoại_trưởng mỹ hiện nắm ưu_thế hơn về số phiếu đại_biểu đối_thủ bà
4,tuy_nhiên mặt_trận cử_tri cuộc_chiến giữa người ủng_hộ bà clinton ông sanders diễn quyết_liệt
5,thượng_nghị_sĩ bang vermont khẳng_định đấu_tranh đến trong cuộc đua nhà trắng năm nay
6,trong bài phỏng_vấn hỏi về tỷ_phú bất_động_sản new_york_donald_trump bà clinton nói ông trump đủ trình_độ làm tổng_thống mỹ
7,bà ứng_viên tổng_thống số_một đảng_cộng_hòa hiện_nay người “ vô_trách_nhiệm bất_cẩn phát_ngôn nguy_hiểm ”
8,“ mối đe_dọa ông trump tạo lớn đối_với đất_nước chúng_ta mỹ đối_với nền dân_chủ chúng_ta đối_với nền kinh_tế chúng_ta ” bà clinton nói
9,đặc_biệt cựu ngoại_trưởng mỹ khẳng_định không_thể đặt niềm tin donald_trump bảo_đảm an_toàn nước mỹ đề_cập đến vụ mất_tích bí_ẩn máy_bay ms804 thuộc hãng hàng_không egyptair hôm_qua 19/5
10,“ có_vẻ một hành_vi khủng_bố ” bà clinton nhận_định về vụ rơi máy_bay ms804
11,bà nói thêm ông trump ủng_hộ lệnh_cấm người hồi_giáo nhập_cảnh mỹ làm tình_trạng khủng_bố gia_tăng
