idx, sentence
0,cuộc đại_chiến giữa dortmund bayern_munich chung_kết cúp quốc_gia đức diễn vô_cùng kịch_tính hai đội nhập_cuộc quyết_tâm giành chiến_thắng cực cao
1,thế trong suốt thời_gian thi_đấu chính_thức lẫn 2 hiệp phụ đôi bên không_thể_nào khoan thủng mành lưới đối_thủ
2,do_đó buộc họ bước loạt sút penalty cân_não phân_định thắng thua
3,chấm đá phạt 11 m bayern thể_hiện bản_lĩnh mình xuất_sắc đánh_bại dormund tỷ_số 43
4,chính_thức lên_ngôi vô_địch cúp quốc_gia đức mùa giải
5,đáng chú_ý thành_tích giúp “ hùm xám ” xứ bavaria lần thứ 18 đăng_quang ở đấu_trường mà_còn giúp họ cú đúp danh_hiệu ở mùa giải 2017 / 16
6,trận đấu hlv pep_guardiola cảm_xúc vô_cùng trái_ngược nhau
7,một mặt ông vô_cùng hạnh_phúc giúp bayern “ cú đúp ” danh_hiệu ở mùa giải
8,trong mặt_khác chiến_lược gia người tây ban nha_lại cảm_thấy buồn sắp chia_tay đội chủ sân allianz chuyển tới dẫn_dắt man_city
9,do_đó ông bật khóc nức_nở
10,giây_phút nghẹn_ngào pep_guardiola mới chia_sẻ cảm_giác hiện_tại ông
11,cựu hlv barcelona gửi lời chúc thành_công đến tất_cả blđ cầu_thủ “ hùm xám ”
12,đồng_thời nhà cầm_quân người tây ban_nha khẳng_định ông luôn nhớ về học_trò luôn nhớ cuộc_sống ở bundesliga mong bayern thành_công hơn trong tương_lai
13,trả_lời phỏng_vấn trận đấu hlv pep_guardiola chia_sẻ “ tôi cảm_thấy hạnh_phúc bayern đăng_quang cúp quốc_gia đức
14,đối_với tôi một thành_tích tuyệt_vời
15,trong 3 năm tôi clb giành 7 chức vô_địch thật tuyệt_vời
