idx, sentence
0,alan pulido hiện cầu_thủ olympiakos hy_lạp một_số trận khoác áo đội_tuyển mexico trong thời_gian
1,bbc alan_pulido bắt_cóc ở bang tamaulipas đêm 285 giờ_địa_phương
2,anh bạn gái rời khỏi một bữa tiệc 6 tên cướp bịt mặt_nạ bắt_cóc
3,cảnh_sát vào_cuộc anh bạn gái giải_thoát đêm ngày 295 giờ_địa_phương
4,trả_lời phỏng_vấn báo_giới một băng ở tay_phải pulido biết anh hoàn_toàn khỏe_mạnh
5,một thành_viên chính_quyền bang_tamaulipas egidio_torre_cantu nói “ quan_trọng nhất anh ấy ở chúng_ta chúng_tôi muốn nói bạn ”
6,ngoài_ra chính_quyền địa_phương cung_cấp thêm quá chi_tiết về vụ_việc
7,mùa giải vừa_qua pulido ghi 6 bàn thắng 15 trận sân trong màu áo olympiakos ở giải vô_địch quốc_gia hy_lạp
8,anh góp_mặt trong thành_phần đội_tuyển mexico dự vòng chung_kết world_cup 2014 cơ_hội tham_dự copa_america 2016 tới
9,tamaulipas một bang ở phía đông_bắc mexico nằm ở gần biên_giới mỹ
10,một trong bang tình_trạng bất_ổn nhất mexico
