idx, sentence
0,sáng 31/5 tòa_án nhân_dân tỉnh quảng_trị mở phiên_tòa lưu_động tuyên_phạt bị_cáo trần_đình_thịnh trú xã cam_hiếu huyện cam_lộ tỉnh quảng_trị mức án tử_hình về tội “ giết người ” bị_cáo trần_đình_thịnh bồi_thường 290 triệu đồng gia_đình hại
1,cáo_trạng trần_đình_thịnh vợ quách_thị_thơm sinh năm 1985 2 con_trai
2,hoàn_cảnh gia_đình khó_khăn đầu năm 2015 thịnh một_số người khác sang trung_quốc làm_ăn
3,trong ngày thịnh đi làm_ăn xa ở nhà chị thơm quan_hệ bất_chính anh trần_văn_lai sinh năm 1976 ở xã gio_việt thường đi bán cá dạo xã cam_hiếu
4,đồn_đại người ngày 23/7/2015 thịnh về quê làm sáng_tỏ sự_tình
5,tra_khảo chồng chị thơm thừa_nhận sai_lầm quan_hệ anh lai thịnh đánh thơm đưa về nhà mẹ đẻ ở nga_sơn thanh_hóa
6,chị thơm chủ_động xin chồng tha_thứ thịnh chấp_nhận
7,thịnh đưa thơm tỉnh bình_dương sinh_sống cách_ly vợ người_tình
8,quay trở_lại chồng chị thơm phát_hiện mình mang thai anh lai người_thân thành_phố hồ_chí_minh phá thai xong mới quay quảng_trị đoàn_tụ thịnh
9,ngày 16/8/2015 hai vợ_chồng thịnh con trai út bình_dương trong ngày đầu ở ở mới thịnh luôn tra_hỏi chị thơm về mối quan_hệ anh lai
10,ngày 19/8 biết chị thơm có_thai anh lai thịnh đau_khổ bỏ đi uống bia
11,quay về thấy chị thơm cầm điện_thoại thái_độ hốt_hoảng nhìn thấy mình thịnh hỏi gọi ai
12,thơm bảo gọi mẹ hỏi tình_hình con
13,thịnh kiểm_tra tin nhắn trong điện_thoại chị thơm phát_hiện nội_dung nhắn đến số máy lạ “ anh thịnh bỏ em anh đi em
14,đọc xong tin nhắn thịnh liền lấy con dao mua về gọt hoa_quả đâm liên_tiếp 8 nhát ngực cổ tay vợ khiến chị thơm chết tại_chỗ
15,giết vợ xong thịnh nhờ người chở thành_phố hồ_chí_minh mua vé máy_bay sáng hôm bay tỉnh thừa_thiênhuế đón xe quảng_trị
16,thịnh chuẩn_bị sẵn một con dao_dài 70 cm giấu trong một bao lác tìm đến nhà anh lai ở thôn tân_xuân xã gio_việt
17,đến khoảng 20 giờ 30 ngày 20/8 thịnh chém chết anh lai anh ngủ
