idx, sentence
0,sáng 315 khuôn_viên trường thcs_gio_việt xã gio_việt huyện gio_linh quảng_trị tand tỉnh quảng_trị mở phiên_tòa xét_xử sơ_thẩm đối_với bị_cáo trần_đình_thịnh sn 1987 trú thôn mộc_đức xã cam_hiếu huyện cam_lộ quảng_trị về hành_vi “ giết người ”
1,7 giờ 30 ngày phiên_tòa mới bắt_đầu sáng sớm đông người dân tới khuôn_viên trường thcs_gio việt theo_dõi
2,cáo_trạng trần_đình_thịnh vợ chị quách_thị_t sn 1985 quê nga_sơn thanh_hóa nhau 2 người con_trai
3,năm 2015 thịnh vài người dân trong thôn xuất_cảnh sang trung_quốc làm_ăn
4,trong thời_gian chồng đi làm xa chị quách_thị_t nảy_sinh tình_cảm qua_lại ông trần_văn_l sn 1976 trú thôn tân_xuân xã gio_việt huyện gio_linh
5,biết tin ngày 2372015 thịnh bỏ về quê tìm gặp tra hỏi vợ về mối quan_hệ ông l nghe vợ thú_nhận xin tha_thứ thịnh chấp_nhận bỏ_qua
6,tiếp hai vợ_chồng quyết_định bình_dương sinh_sống quên đi cũ nhau xây_dựng hạnh_phúc
7,trong thời_gian biết mình thai ông l chị t tp hồ_chí_minh phá_thai mới trở quảng_trị gặp chồng
8,còn nghi_ngờ thịnh tiếp_tục tra hỏi vợ về mối quan_hệ ông l chồng hỏi liên_tục chị t khai thật có_thai ông t phá_thai
9,biết thông_tin thịnh khóc_lóc bỏ xuống quán vỉa_hè uống bia
10,đến quay về phòng thấy vợ cầm điện_thoại_di_động thịnh giật lấy xem phát_hiện dòng tin nhắn_gửi một_số điện_thoại lạ nội_dung “ anh thịnh bỏ em anh đi em ”
11,thịnh dùng dao đâm_chết chị t chiều 1982015
12,tự tay giết chết người vợ thịnh mua vé máy_bay sáng hôm đi tp hồ_chí_minh đến thừa_thiênhuế đón xe_khách về quảng_trị tìm tình_địch
13,tìm về nhà ông l ở thôn tân_xuân xã gio_việt thịnh chuẩn_bị một con dao
14,đến tối_ngày 2082015 thịnh nhà ông l ông ngủ chém chết tình_địch
15,sáng 218 công_an quảng_trị bắt thịnh lẩn trốn ở khu_vực gần nhà ông l phiên_tòa bị_cáo thịnh ăn_năn xin_lỗi người_thân gia_đình hại xin tòa khoan_hồng điều_kiện chăm_sóc hai đứa con còn nhỏ_dại
