idx, sentence
0,người dân chốt chặn ngăn hai lối nhà_máy xử_lý rác nam_sơn đường nam_sơn đường hồng_kỳ khiến hàng trăm xe_rác ùn ứ đứng thành một hàng dài hàng km
1,sự_việc nghiêm_trọng hơn người dân thay phiên nhau chốt chặn đêm 26/5 kéo_dài sang ngày hôm_nay 27/5
2,người dân mang chăn màn nằm chắn giữa đường xe_rác bãi
3,trao_đổi vietnamnet ông nguyễn_ngọc_oanh phó chủ_tịch xã nam_sơn biết xảy vụ_việc hôm_nay 27/5 xã tổ_chức cuộc họp gấp tham_gia phó chủ_tịch ubnd huyện sóc_sơn đỗ_tuấn_minh ban_ngành huyện xã chi_bộ thôn đông_hạ
4,nội_dung cuộc họp vận_động người dân giải_tán chặn đường xe_rác lối đổ rác trong bãi chứa nhà_máy xử_lý rác nam_sơn
5,phó chủ_tịch xã nam_sơn giải_thích người dân_biểu_tình chặn xe_rác đồng_tình phương_án_phí bồi_thường ô_nhiễm môi_trường hộ dân sống gần bãi_rác
6,“ người dân lâu đơn phản_ánh kiến_nghị cấp kiến_nghị ubnd tphà nội
7,thành_phố mới_đây ban_hành quyết_định về đền_bù hỗ_trợ hộ dân sống gần vùng ô_nhiễm mức tiền 8000 đ – 70000 đ / người / tháng
8,bà_con đền_bù như_thế hợp_lý_do chênh_lệch lớn ở mức tiền đền_bù hỗ_trợ ” ông oanh hay
9,ông nguyễn_văn_diu thôn đông_hạ xã nam_sơn nói vietnamnet biết nguyên_nhân người dân chặn xe_rác bãi_rác gây ô_nhiễm môi_trường nghiêm_trọng ảnh_hưởng đến đời_sống trong năm
10,ngoài_ra phương_án bồi_thường hỗ_trợ phí ảnh_hưởng ô_nhiễm bãi_rác người_dân hợp_lý chênh_lệch lớn về mức đền_bù hỗ_trợ đối_với hộ dân trong một xã
11,hiện_tại hàng trăm người dân tập_trung chốt chặn hai lối bãi chứa rác chờ xử_lý
12,xe chở rác đổ rác ban_đêm số_lượng người dân chốt_giữ chặn xe tập_trung ban_đêm lớn
