idx, sentence
0,t14 armata xuất_hiện lần đầu_tiên trong lễ duyệt_binh mừng chiến_thắng phát_xít moscow năm 2015
1,nhờ công_nghệ tàng_hình cỗ máy chiến_tranh thực_sự trở_nên “ vô_hình ” hệ_thống dò_tìm hồng_ngoại quang_phổ khác nhau
2,xe_tăng trang_bị công_nghệ điện_tử chủ_động quét tìm mục_tiêu aesa / apar tương_tự hệ_thống siêu chiến_đấu cơ_t50_pak_fa thế_hệ 5
3,radar camera giúp xe_tăng chống kẻ_thù con thực_hiện hoạt_động trinh_sát điều_chỉnh hỏa_lực
4,t14 armata loại vũ_khí hiện_đại chẳng_hạn đại_bác giảm thanh_cỡ nòng 125 mm súng_máy điều_khiển xa cỡ nòng 762 mm
5,trong tương_lai đại_bác chiến_xa nâng cỡ nòng đến 152 mm nhằm tăng hiệu_quả chiến_đấu
6,công_nghệ_armata dừng ở t14
7,trong thời_gian nga dự_kiến phát tiển một loại xe_tăng yểm_trợ xe bộ_binh chiến_đấu tên gọi terminator3 sử_dụng khung_gầm armata
8,ngoài_ra hệ_thống pháo_tự_hành koalitsiyasv nâng_cấp armata
9,tính_năng chính xe_tăng armata tháp pháo điều_khiển xa
10,tổ lái gồm 3 người ngồi trong buồng_lái bọc thắp đặt thân xe thiết_kế tạo khả_năng sống_sót cao binh_sĩ
11,buồng_lái bọc thép tháp pháo tự_động radar apar hệ_thống vũ_khí phòng_thủ chủ_động giúp t14_armata trở_thành một chiến xe độc_đáo khả_năng ngăn_chặn mọi loại vũ_khí chống tăng hiện_nay
12,tính_năng giúp xe_tăng trở_nên bất bại chiến_trường
