idx, sentence
0,trận bán_kết roland_garros sắp tới lần thứ 16 murray đối_đầu wawrinka
1,murray người tạm dẫn thành_tích thắng thua 87
2,tuy_nhiên ở 3 lần gặp nhau gần nhất chiến_thắng thuộc về wawrinka
3,trở_lại trận đấu ở vòng tứ_kết
4,murray khởi_đầu thuận_lợi dẫn tay_vợt nước chủ nhà richard_gasquet tỷ_số 52 trong set 1
5,mặc_dù sự_chủ_quan đến murray_cộng nỗ_lực tuyệt_vời gasquet giúp tay_vợt người pháp thắng liền 5 game giành lấy set 1
6,tuy_nhiên tất_cả gasquet làm
7,vượt khó chiến_thắng ở loạt tiebreak trong set 2 murray chơi bùng_nổ ở ván tiếp_theo
8,chung_cuộc tay_vợt vương_quốc anh đánh_bại gasquet tỷ_số 57 76 3 60 62
9,trong đkvđ_wawrinka giành vé bán_kết vượt albert_ramosvinolas tỷ_số 62 61 76 7
10,trong trận wawrinka 8 cú ace ghi 49 điểm winners giành 5 break kết_thúc trận đấu 2 giờ đồng_hồ
11,trong ngày hôm_qua trận đấu còn ở vòng 4 diễn hoãn liên_tục trời mưa
12,novak djokovic lọt trận tứ_kết grand_slam_thứ 28 liên_tiếp đánh_bại roberto_bautista_agut tỷ_số 36 64 61 75
13,đối_thủ tiếp_theo nole tomas_berdych người vượt david_ferrer_30
14,ở nội_dung nữ serena_williams chạm_trán yulia_putintseva ở tứ_kết
15,2 tay_vợt lần_lượt vượt elina_svitolina carla_suarez_navarro ở vòng 4 tỷ_số 20
