idx, sentence
0,rạng sáng hôm_nay giờ việt_nam báo anh trong tờ uy_tín telegraph đồng_loạt đưa tin trợ_lý hlv ryan_giggs chuẩn_bị rời khỏi old_trafford 29 năm gắn_bó
1,truyền_thông xứ_sở sương_mù loan báo tin_tức thế tin sự_việc gần chắc_chắn xảy
2,trong ngày hôm_nay 2/6 ryan_giggs trở_lại anh kỳ nghỉ ngắn ở dubai 1 cuộc trao_đổi hlv mourinho thông_báo quyết_định đi
3,hlv mourinho bổ_nhiệm ryan_giggs mời giữ một trọng_trách nhỏ hơn vị_trí trợ_lý hlv hiện_tại ông làm
4,vai_trò kết_nối giữa đội u21 đội 1
5,tuy_vậy động_thái giggs kể ghế hlv ở old_trafford_đổi chủ tin huyền_thoại mu sẵn_sàng đi gây_dựng sự_nghiệp
6,biết mourinho 1 trợ_lý thân_cận trung_thành hết_mực rui_faria
7,báo_chí anh nhận_định chiến_lược gia người bồ_đào nha muốn bổ_nhiệm rui_faria làm trợ_lý thay_vì ryan_giggs
8,huyền_thoại ryan_giggs_sinh ngày 29/11/1973 cardiff xứ wales
9,ban_đầu giggs ăn tập ở đội trẻ man_city 1985
10,đến năm 1987 tức tròn 14 tuổi giggs về đầu_quân mu
