idx, sentence
0,ký hợp_đồng dẫn_dắt mu thay louis van_gaal mourinho ngỏ ý muốn mời giggs làm trợ_lý giống 2 người tiền_nhiệm david_moyes van_gaal
1,bất_ngờ cựu tiền_vệ người xứ wales cầu_thủ thi_đấu nhất mu tổng_cộng 963 lần sân mọi đấu_trường
2,ngoài_ra giggs “ quỷ đỏ ” giành 34 danh_hiệu lớn_nhỏ
3,vì_vậy tiếng_nói tầm ảnh_hưởng “ gigssy ” đối_với cầu_thủ mu lớn
4,mặc_dù nhận lời đề_nghị mourinho song giggs thẳng_thừng từ_chối
5,biết cựu tuyển_thủ xứ wales trở về kỳ nghỉ_hè
6,dự_kiến trong vài ngày tới anh dọn hết đồ_đạc mình ở mu
7,tiết_lộ tờ mirror anh nguyên_nhân khiến giggs quyết_định chia_tay mu xuất_phát anh người trợ_lý_số một mourinho
8,trong năm gần rui_faria luôn xem “ cánh_tay_phải ” chiến_lược gia người bồ_đào nha ở bất_cứ clb nào ông dẫn_dắt
9,cảm_thấy vai_trò mình lu_mờ thời mourinho giggs thẳng_thừng từ_chối
10,mặt_khác cựu cầu_thủ sinh năm 1973 muốn trở_thành hlv trưởng 1 clb khác nhằm tích_lũy thêm kinh_nghiệm cầm_quân sớm thực_hiện giấc mơ ngồi “ ghế nóng ” sân old_trafford giống người thầy anh trước_đây sir_alex_ferguson
