idx, sentence
0,thông_tin ông lê_thy_hà trưởng đại_diện cảng_hàng_không khu_vực miền nam buôn_ma_thuột biết sự_cố kỹ thuận 6 h sáng nay 3/6 sân_bay buôn_ma_thuột tỉnh đắk_lắk tạm hoãn tất_cả chuyến bay khai_thác
1,ông hà 7 chuyến bay đến rời buôn_ma_thuột hoãn đảm_bảo an_toàn
2,cảng_hàng_không buôn_ma_thuột thông_báo hãng hàng_không chủ_động thông_tin chế_độ chăm_sóc đối_tượng hành_khách trong chuyến bay hoãn
3,đại_diện cảng_hàng_không buôn_ma_thuột biết dự_kiến khoảng 14 h chiều nay sự_cố khắc_phục xong sân_bay khai_thác trở_lại
4,ông nguyễn_chánh_duy giám_đốc cảng_hàng_không buôn_ma_thuột kỳ_vọng tất_cả sự_cố khắc_phục xong 12 h trưa nay
5,trao_đổi dân_trí đại_diện hãng hàng_không vietjet biết nguyên_nhân tạm_thời đóng cửa sự_cố bong đường_băng
6,thông_tin hãng hôm_nay ít_nhất 14 chuyến bay ảnh_hưởng trong 6 chuyến vietnam_airlines 8 chuyến vietjet
7,chuyến bay vietjet chậm 67 tiếng chờ sân_bay mở_cửa hoạt_động trở_lại
8,tuy_nhiên đại_diện hãng bay sân_bay buôn_ma_thuột một_số sân_bay khác chất_lượng đường_băng đảm_bảo thường sửa ảnh_hưởng đến hoạt_động khai_thác hãng hàng_không
9,sáng nay hãng hàng_không quốc_gia việt_nam vietnam_airlines phát đi thông_cáo tạm ngừng khai_thác chuyến bay đến / đi buôn_ma_thuột “ sân_bay đóng_cửa sửa_chữa ”
10,nguyên_nhân cụ_thể vietnam_airlines biết “ đường_băng bong tróc lớn cảng_hàng_không buôn_ma_thuột tạm_thời đóng cửa đến 14 h chiều ”
11,riêng vietnam_airlines tạm ngừng khai_thác 6 chuyến bay đến đi buôn_ma_thuột trong_sáng nay bao_gồm 2 chuyến đường_bay giữa hà_nội – buôn_ma_thuột 2 chuyến đường_bay giữa tp_hồ_chí_minh – buôn_ma_thuột 2 chuyến đường_bay giữa đà_nẵng – buôn_ma_thuột
12,đồng_thời vietnam_airlines biết triển_khai tăng 6 chuyến đường_bay giữa hà_nội / tp
13,hồ_chí_minh / đà_nẵng – buôn_ma_thuột trong chiều nay phục_vụ nhu_cầu đi_lại hành_khách
14,tuy_nhiên phía vietnam airlines thừa_nhận khai_thác trở_lại chuyến bay trong ngày hôm_nay còn phụ_thuộc tình_hình sửa_chữa thực_tế cảng_hàng_không buôn_ma_thuột
